id,evidence_quality,evidence_quality_raw,evidence_quality_source,evidence_quality_reason
13027,Not Clear,1,soft_vote,Clear=0.11085152;Not Clear=0.88653629;Misleading=0.00261220;n_members=5
13028,Clear,0,soft_vote,Clear=0.96762800;Not Clear=0.03100389;Misleading=0.00136811;n_members=5
13029,Clear,0,soft_vote,Clear=0.57586541;Not Clear=0.42094710;Misleading=0.00318750;n_members=5
13030,Clear,0,soft_vote,Clear=0.93523720;Not Clear=0.06281381;Misleading=0.00194897;n_members=5
13031,Clear,0,soft_vote,Clear=0.89975574;Not Clear=0.09807400;Misleading=0.00217029;n_members=5
13032,Clear,0,soft_vote,Clear=0.98521472;Not Clear=0.01355481;Misleading=0.00123046;n_members=5
13033,Clear,0,soft_vote,Clear=0.90802931;Not Clear=0.08933795;Misleading=0.00263273;n_members=5
13034,Clear,0,soft_vote,Clear=0.95087823;Not Clear=0.04724529;Misleading=0.00187649;n_members=5
13035,Clear,0,soft_vote,Clear=0.57754281;Not Clear=0.41731662;Misleading=0.00514058;n_members=5
13036,Clear,0,soft_vote,Clear=0.81514728;Not Clear=0.18167660;Misleading=0.00317609;n_members=5
13037,Clear,0,soft_vote,Clear=0.59144689;Not Clear=0.40370923;Misleading=0.00484388;n_members=5
13038,Not Clear,1,soft_vote,Clear=0.14531596;Not Clear=0.85106454;Misleading=0.00361949;n_members=5
13039,Clear,0,soft_vote,Clear=0.92342279;Not Clear=0.07324262;Misleading=0.00333460;n_members=5
13040,Not Clear,1,soft_vote,Clear=0.09511979;Not Clear=0.90127433;Misleading=0.00360587;n_members=5
13041,Clear,0,soft_vote,Clear=0.92908549;Not Clear=0.06843012;Misleading=0.00248440;n_members=5
13042,Clear,0,soft_vote,Clear=0.95702158;Not Clear=0.04040162;Misleading=0.00257679;n_members=5
13043,Clear,0,soft_vote,Clear=0.97244212;Not Clear=0.02592362;Misleading=0.00163424;n_members=5
13044,Clear,0,soft_vote,Clear=0.94503149;Not Clear=0.05365562;Misleading=0.00131293;n_members=5
13045,Clear,0,soft_vote,Clear=0.96683053;Not Clear=0.03191620;Misleading=0.00125328;n_members=5
13046,Clear,0,soft_vote,Clear=0.62206668;Not Clear=0.37505778;Misleading=0.00287557;n_members=5
13047,Clear,0,soft_vote,Clear=0.91768497;Not Clear=0.07946492;Misleading=0.00285008;n_members=5
13048,Not Clear,1,soft_vote,Clear=0.04683832;Not Clear=0.95159929;Misleading=0.00156237;n_members=5
13049,Clear,0,soft_vote,Clear=0.72166873;Not Clear=0.27388839;Misleading=0.00444290;n_members=5
13050,Clear,0,soft_vote,Clear=0.98908712;Not Clear=0.00983089;Misleading=0.00108196;n_members=5
13051,Not Clear,1,soft_vote,Clear=0.12651937;Not Clear=0.87036565;Misleading=0.00311497;n_members=5
13052,Clear,0,soft_vote,Clear=0.89298481;Not Clear=0.10446468;Misleading=0.00255050;n_members=5
13053,Not Clear,1,soft_vote,Clear=0.44938939;Not Clear=0.54718847;Misleading=0.00342212;n_members=5
13054,Clear,0,soft_vote,Clear=0.89777230;Not Clear=0.09959116;Misleading=0.00263655;n_members=5
13055,Clear,0,soft_vote,Clear=0.97130179;Not Clear=0.02689295;Misleading=0.00180525;n_members=5
13056,Not Clear,1,soft_vote,Clear=0.08353606;Not Clear=0.91380821;Misleading=0.00265572;n_members=5
13057,Clear,0,soft_vote,Clear=0.52407263;Not Clear=0.46809488;Misleading=0.00783251;n_members=5
13058,Clear,0,soft_vote,Clear=0.98590542;Not Clear=0.01301427;Misleading=0.00108029;n_members=5
13059,Clear,0,soft_vote,Clear=0.95832498;Not Clear=0.04003409;Misleading=0.00164096;n_members=5
13060,Clear,0,soft_vote,Clear=0.96680739;Not Clear=0.03163970;Misleading=0.00155289;n_members=5
13061,Clear,0,soft_vote,Clear=0.59719771;Not Clear=0.39814732;Misleading=0.00465498;n_members=5
13062,Clear,0,soft_vote,Clear=0.97460649;Not Clear=0.02388093;Misleading=0.00151256;n_members=5
13063,Clear,0,soft_vote,Clear=0.91393245;Not Clear=0.08255035;Misleading=0.00351718;n_members=5
13064,Not Clear,1,soft_vote,Clear=0.25714110;Not Clear=0.73897611;Misleading=0.00388279;n_members=5
13065,Clear,0,soft_vote,Clear=0.97814462;Not Clear=0.02079900;Misleading=0.00105640;n_members=5
13066,Clear,0,soft_vote,Clear=0.52203311;Not Clear=0.47471217;Misleading=0.00325474;n_members=5
13067,Not Clear,1,soft_vote,Clear=0.17241984;Not Clear=0.82535778;Misleading=0.00222234;n_members=5
13068,Clear,0,soft_vote,Clear=0.88206999;Not Clear=0.11497934;Misleading=0.00295069;n_members=5
13069,Clear,0,soft_vote,Clear=0.96821961;Not Clear=0.03051747;Misleading=0.00126291;n_members=5
13070,Not Clear,1,soft_vote,Clear=0.09283133;Not Clear=0.90467286;Misleading=0.00249581;n_members=5
13071,Not Clear,1,soft_vote,Clear=0.33395684;Not Clear=0.66324502;Misleading=0.00279814;n_members=5
13072,Not Clear,1,soft_vote,Clear=0.24514023;Not Clear=0.74915718;Misleading=0.00570261;n_members=5
13073,Clear,0,soft_vote,Clear=0.93911920;Not Clear=0.05863141;Misleading=0.00224940;n_members=5
13074,Not Clear,1,soft_vote,Clear=0.20130335;Not Clear=0.79404570;Misleading=0.00465093;n_members=5
13075,Clear,0,soft_vote,Clear=0.80842985;Not Clear=0.18888878;Misleading=0.00268134;n_members=5
13076,Clear,0,soft_vote,Clear=0.91175226;Not Clear=0.08586733;Misleading=0.00238038;n_members=5
13077,Not Clear,1,soft_vote,Clear=0.49571839;Not Clear=0.50083942;Misleading=0.00344217;n_members=5
13078,Clear,0,soft_vote,Clear=0.84775295;Not Clear=0.15010285;Misleading=0.00214417;n_members=5
13079,Clear,0,soft_vote,Clear=0.96921526;Not Clear=0.02949981;Misleading=0.00128491;n_members=5
13080,Clear,0,soft_vote,Clear=0.96429560;Not Clear=0.03387151;Misleading=0.00183291;n_members=5
13081,Not Clear,1,soft_vote,Clear=0.34852829;Not Clear=0.64776335;Misleading=0.00370839;n_members=5
13082,Clear,0,soft_vote,Clear=0.91589345;Not Clear=0.08217479;Misleading=0.00193174;n_members=5
13083,Clear,0,soft_vote,Clear=0.96001772;Not Clear=0.03770260;Misleading=0.00227967;n_members=5
13084,Clear,0,soft_vote,Clear=0.95287113;Not Clear=0.04560325;Misleading=0.00152559;n_members=5
13085,Clear,0,soft_vote,Clear=0.98655576;Not Clear=0.01147122;Misleading=0.00197306;n_members=5
13086,Clear,0,soft_vote,Clear=0.98545210;Not Clear=0.01330164;Misleading=0.00124626;n_members=5
13087,Not Clear,1,soft_vote,Clear=0.02395133;Not Clear=0.97312474;Misleading=0.00292393;n_members=5
13088,Not Clear,1,soft_vote,Clear=0.39195870;Not Clear=0.60477413;Misleading=0.00326716;n_members=5
13089,Not Clear,1,soft_vote,Clear=0.05414393;Not Clear=0.94328365;Misleading=0.00257241;n_members=5
13090,Clear,0,soft_vote,Clear=0.65420232;Not Clear=0.34207365;Misleading=0.00372403;n_members=5
13091,Not Clear,1,soft_vote,Clear=0.04161129;Not Clear=0.95652750;Misleading=0.00186121;n_members=5
13092,Clear,0,soft_vote,Clear=0.84841212;Not Clear=0.14581749;Misleading=0.00577038;n_members=5
13093,Clear,0,soft_vote,Clear=0.77032516;Not Clear=0.22740665;Misleading=0.00226816;n_members=5
13094,Clear,0,soft_vote,Clear=0.96882840;Not Clear=0.02902149;Misleading=0.00215009;n_members=5
13095,Clear,0,soft_vote,Clear=0.95567124;Not Clear=0.04266841;Misleading=0.00166034;n_members=5
13096,Clear,0,soft_vote,Clear=0.97857845;Not Clear=0.02011174;Misleading=0.00130977;n_members=5
13097,Not Clear,1,soft_vote,Clear=0.38052219;Not Clear=0.61498201;Misleading=0.00449583;n_members=5
13098,Clear,0,soft_vote,Clear=0.92405746;Not Clear=0.07360849;Misleading=0.00233404;n_members=5
13099,Clear,0,soft_vote,Clear=0.54340226;Not Clear=0.45385920;Misleading=0.00273852;n_members=5
13100,Not Clear,1,soft_vote,Clear=0.16224396;Not Clear=0.83449219;Misleading=0.00326383;n_members=5
13101,Clear,0,soft_vote,Clear=0.91539680;Not Clear=0.08234311;Misleading=0.00226006;n_members=5
13102,Not Clear,1,soft_vote,Clear=0.48134699;Not Clear=0.51490352;Misleading=0.00374949;n_members=5
13103,Not Clear,1,soft_vote,Clear=0.44513440;Not Clear=0.55125377;Misleading=0.00361185;n_members=5
13104,Clear,0,soft_vote,Clear=0.84525825;Not Clear=0.15189468;Misleading=0.00284706;n_members=5
13105,Clear,0,soft_vote,Clear=0.98904885;Not Clear=0.00979351;Misleading=0.00115762;n_members=5
13106,Not Clear,1,soft_vote,Clear=0.32991077;Not Clear=0.66668964;Misleading=0.00339959;n_members=5
13107,Not Clear,1,soft_vote,Clear=0.05230418;Not Clear=0.94526882;Misleading=0.00242699;n_members=5
13108,Not Clear,1,soft_vote,Clear=0.09171279;Not Clear=0.90495051;Misleading=0.00333670;n_members=5
13109,Clear,0,soft_vote,Clear=0.96100274;Not Clear=0.03728162;Misleading=0.00171562;n_members=5
13110,Clear,0,soft_vote,Clear=0.95492870;Not Clear=0.04366306;Misleading=0.00140824;n_members=5
13111,Clear,0,soft_vote,Clear=0.77541304;Not Clear=0.22219833;Misleading=0.00238863;n_members=5
13112,Clear,0,soft_vote,Clear=0.96838322;Not Clear=0.03025114;Misleading=0.00136564;n_members=5
13113,Clear,0,soft_vote,Clear=0.79077572;Not Clear=0.20620557;Misleading=0.00301875;n_members=5
13114,Clear,0,soft_vote,Clear=0.96068667;Not Clear=0.03754004;Misleading=0.00177333;n_members=5
13115,Not Clear,1,soft_vote,Clear=0.06418772;Not Clear=0.93387103;Misleading=0.00194123;n_members=5
13116,Not Clear,1,soft_vote,Clear=0.08272791;Not Clear=0.91504683;Misleading=0.00222525;n_members=5
13117,Clear,0,soft_vote,Clear=0.84849001;Not Clear=0.14892028;Misleading=0.00258973;n_members=5
13118,Clear,0,soft_vote,Clear=0.98171300;Not Clear=0.01668588;Misleading=0.00160111;n_members=5
13119,Clear,0,soft_vote,Clear=0.94177011;Not Clear=0.05671740;Misleading=0.00151255;n_members=5
13120,Clear,0,soft_vote,Clear=0.92590087;Not Clear=0.07154953;Misleading=0.00254962;n_members=5
13121,Not Clear,1,soft_vote,Clear=0.08545687;Not Clear=0.91092412;Misleading=0.00361899;n_members=5
13122,Not Clear,1,soft_vote,Clear=0.44227654;Not Clear=0.55510649;Misleading=0.00261698;n_members=5
13123,Clear,0,soft_vote,Clear=0.92746621;Not Clear=0.07052523;Misleading=0.00200852;n_members=5
13124,Not Clear,1,soft_vote,Clear=0.16325777;Not Clear=0.83310395;Misleading=0.00363829;n_members=5
13125,Clear,0,soft_vote,Clear=0.92248333;Not Clear=0.07530722;Misleading=0.00220942;n_members=5
13126,Clear,0,soft_vote,Clear=0.94930115;Not Clear=0.04852513;Misleading=0.00217376;n_members=5
13127,Clear,0,soft_vote,Clear=0.90332959;Not Clear=0.09433389;Misleading=0.00233654;n_members=5
13128,Clear,0,soft_vote,Clear=0.93732413;Not Clear=0.06067433;Misleading=0.00200152;n_members=5
13129,Clear,0,soft_vote,Clear=0.97768029;Not Clear=0.02067077;Misleading=0.00164893;n_members=5
13130,Clear,0,soft_vote,Clear=0.84447561;Not Clear=0.15293642;Misleading=0.00258798;n_members=5
13131,Clear,0,soft_vote,Clear=0.89548672;Not Clear=0.10200729;Misleading=0.00250600;n_members=5
13132,Clear,0,soft_vote,Clear=0.97094884;Not Clear=0.02760478;Misleading=0.00144639;n_members=5
13133,Clear,0,soft_vote,Clear=0.94866011;Not Clear=0.04852714;Misleading=0.00281278;n_members=5
13134,Clear,0,soft_vote,Clear=0.97422459;Not Clear=0.02457280;Misleading=0.00120262;n_members=5
13135,Clear,0,soft_vote,Clear=0.96673772;Not Clear=0.03167897;Misleading=0.00158329;n_members=5
13136,Clear,0,soft_vote,Clear=0.93769458;Not Clear=0.06091318;Misleading=0.00139225;n_members=5
13137,Not Clear,1,soft_vote,Clear=0.11884632;Not Clear=0.87835563;Misleading=0.00279807;n_members=5
13138,Clear,0,soft_vote,Clear=0.77041042;Not Clear=0.22601691;Misleading=0.00357266;n_members=5
13139,Clear,0,soft_vote,Clear=0.97466210;Not Clear=0.02400670;Misleading=0.00133121;n_members=5
13140,Not Clear,1,soft_vote,Clear=0.33224475;Not Clear=0.66421090;Misleading=0.00354434;n_members=5
13141,Clear,0,soft_vote,Clear=0.95358509;Not Clear=0.04450838;Misleading=0.00190651;n_members=5
13142,Clear,0,soft_vote,Clear=0.65614369;Not Clear=0.33842782;Misleading=0.00542850;n_members=5
13143,Not Clear,1,soft_vote,Clear=0.36162679;Not Clear=0.63540997;Misleading=0.00296323;n_members=5
13144,Clear,0,soft_vote,Clear=0.84347867;Not Clear=0.15009018;Misleading=0.00643115;n_members=5
13145,Clear,0,soft_vote,Clear=0.78528426;Not Clear=0.21100400;Misleading=0.00371176;n_members=5
13146,Clear,0,soft_vote,Clear=0.76351659;Not Clear=0.23201966;Misleading=0.00446375;n_members=5
13147,Clear,0,soft_vote,Clear=0.98720531;Not Clear=0.01166911;Misleading=0.00112553;n_members=5
13148,Clear,0,soft_vote,Clear=0.98495628;Not Clear=0.01370905;Misleading=0.00133460;n_members=5
13149,Not Clear,1,soft_vote,Clear=0.07969090;Not Clear=0.91868167;Misleading=0.00162742;n_members=5
13150,Clear,0,soft_vote,Clear=0.79612025;Not Clear=0.20176571;Misleading=0.00211407;n_members=5
13151,Not Clear,1,soft_vote,Clear=0.07539992;Not Clear=0.92263359;Misleading=0.00196652;n_members=5
13152,Clear,0,soft_vote,Clear=0.80376937;Not Clear=0.19137647;Misleading=0.00485414;n_members=5
13153,Clear,0,soft_vote,Clear=0.92219608;Not Clear=0.07551011;Misleading=0.00229382;n_members=5
13154,Not Clear,1,soft_vote,Clear=0.29896072;Not Clear=0.69671561;Misleading=0.00432366;n_members=5
13155,Clear,0,soft_vote,Clear=0.61283875;Not Clear=0.38377609;Misleading=0.00338517;n_members=5
13156,Clear,0,soft_vote,Clear=0.95845187;Not Clear=0.03996147;Misleading=0.00158667;n_members=5
13157,Not Clear,1,soft_vote,Clear=0.02812872;Not Clear=0.97018809;Misleading=0.00168319;n_members=5
13158,Clear,0,soft_vote,Clear=0.82107530;Not Clear=0.17623137;Misleading=0.00269335;n_members=5
13159,Clear,0,soft_vote,Clear=0.96584455;Not Clear=0.03263038;Misleading=0.00152505;n_members=5
13160,Clear,0,soft_vote,Clear=0.98381712;Not Clear=0.01456016;Misleading=0.00162273;n_members=5
13161,Clear,0,soft_vote,Clear=0.75263833;Not Clear=0.24334251;Misleading=0.00401915;n_members=5
13162,Not Clear,1,soft_vote,Clear=0.20278742;Not Clear=0.79467598;Misleading=0.00253660;n_members=5
13163,Clear,0,soft_vote,Clear=0.97812355;Not Clear=0.02055433;Misleading=0.00132207;n_members=5
13164,Clear,0,soft_vote,Clear=0.91050642;Not Clear=0.08822953;Misleading=0.00126407;n_members=5
13165,Not Clear,1,soft_vote,Clear=0.18519249;Not Clear=0.81058811;Misleading=0.00421940;n_members=5
13166,Clear,0,soft_vote,Clear=0.90293645;Not Clear=0.09442867;Misleading=0.00263491;n_members=5
13167,Not Clear,1,soft_vote,Clear=0.15468276;Not Clear=0.83976077;Misleading=0.00555647;n_members=5
13168,Clear,0,soft_vote,Clear=0.92985696;Not Clear=0.06722803;Misleading=0.00291500;n_members=5
13169,Not Clear,1,soft_vote,Clear=0.05088583;Not Clear=0.94704874;Misleading=0.00206543;n_members=5
13170,Clear,0,soft_vote,Clear=0.62438232;Not Clear=0.37298450;Misleading=0.00263318;n_members=5
13171,Clear,0,soft_vote,Clear=0.79975791;Not Clear=0.19710125;Misleading=0.00314084;n_members=5
13172,Not Clear,1,soft_vote,Clear=0.09623320;Not Clear=0.90150439;Misleading=0.00226242;n_members=5
13173,Not Clear,1,soft_vote,Clear=0.31976171;Not Clear=0.67692710;Misleading=0.00331119;n_members=5
13174,Clear,0,soft_vote,Clear=0.97464215;Not Clear=0.02398298;Misleading=0.00137487;n_members=5
13175,Clear,0,soft_vote,Clear=0.67610549;Not Clear=0.32076039;Misleading=0.00313413;n_members=5
13176,Clear,0,soft_vote,Clear=0.97752197;Not Clear=0.02121337;Misleading=0.00126468;n_members=5
13177,Clear,0,soft_vote,Clear=0.86914930;Not Clear=0.12779378;Misleading=0.00305690;n_members=5
13178,Clear,0,soft_vote,Clear=0.66902022;Not Clear=0.32549341;Misleading=0.00548637;n_members=5
13179,Not Clear,1,soft_vote,Clear=0.41729836;Not Clear=0.57600059;Misleading=0.00670107;n_members=5
13180,Clear,0,soft_vote,Clear=0.96607948;Not Clear=0.03157021;Misleading=0.00235034;n_members=5
13181,Clear,0,soft_vote,Clear=0.98293166;Not Clear=0.01614016;Misleading=0.00092819;n_members=5
13182,Clear,0,soft_vote,Clear=0.92570701;Not Clear=0.07265483;Misleading=0.00163820;n_members=5
13183,Clear,0,soft_vote,Clear=0.96516436;Not Clear=0.03294249;Misleading=0.00189316;n_members=5
13184,Clear,0,soft_vote,Clear=0.96795789;Not Clear=0.03011666;Misleading=0.00192546;n_members=5
13185,Clear,0,soft_vote,Clear=0.76296546;Not Clear=0.23312207;Misleading=0.00391246;n_members=5
13186,Clear,0,soft_vote,Clear=0.71790571;Not Clear=0.27883804;Misleading=0.00325627;n_members=5
13187,Clear,0,soft_vote,Clear=0.96367077;Not Clear=0.03306724;Misleading=0.00326199;n_members=5
13188,Not Clear,1,soft_vote,Clear=0.28717757;Not Clear=0.70925605;Misleading=0.00356639;n_members=5
13189,Clear,0,soft_vote,Clear=0.94777428;Not Clear=0.04955442;Misleading=0.00267129;n_members=5
13190,Not Clear,1,soft_vote,Clear=0.10074766;Not Clear=0.89591677;Misleading=0.00333555;n_members=5
13191,Clear,0,soft_vote,Clear=0.90196072;Not Clear=0.09424015;Misleading=0.00379914;n_members=5
13192,Clear,0,soft_vote,Clear=0.94582489;Not Clear=0.05202004;Misleading=0.00215506;n_members=5
13193,Clear,0,soft_vote,Clear=0.96849599;Not Clear=0.03011298;Misleading=0.00139105;n_members=5
13194,Clear,0,soft_vote,Clear=0.52050729;Not Clear=0.47496670;Misleading=0.00452599;n_members=5
13195,Clear,0,soft_vote,Clear=0.95329539;Not Clear=0.04489026;Misleading=0.00181434;n_members=5
13196,Clear,0,soft_vote,Clear=0.98201653;Not Clear=0.01696692;Misleading=0.00101654;n_members=5
13197,Clear,0,soft_vote,Clear=0.76441104;Not Clear=0.23142944;Misleading=0.00415953;n_members=5
13198,Clear,0,soft_vote,Clear=0.67442225;Not Clear=0.32249563;Misleading=0.00308212;n_members=5
13199,Not Clear,1,soft_vote,Clear=0.48045521;Not Clear=0.51653915;Misleading=0.00300564;n_members=5
13200,Not Clear,1,soft_vote,Clear=0.43930321;Not Clear=0.55805361;Misleading=0.00264318;n_members=5
13201,Not Clear,1,soft_vote,Clear=0.11887417;Not Clear=0.87859815;Misleading=0.00252766;n_members=5
13202,Clear,0,soft_vote,Clear=0.61594198;Not Clear=0.38054168;Misleading=0.00351634;n_members=5
13203,Clear,0,soft_vote,Clear=0.97519559;Not Clear=0.02326276;Misleading=0.00154169;n_members=5
13204,Clear,0,soft_vote,Clear=0.96278007;Not Clear=0.03554142;Misleading=0.00167850;n_members=5
13205,Not Clear,1,soft_vote,Clear=0.11480549;Not Clear=0.88157736;Misleading=0.00361715;n_members=5
13206,Clear,0,soft_vote,Clear=0.92885447;Not Clear=0.06909145;Misleading=0.00205407;n_members=5
13207,Clear,0,soft_vote,Clear=0.52939550;Not Clear=0.46691930;Misleading=0.00368522;n_members=5
13208,Not Clear,1,soft_vote,Clear=0.17174860;Not Clear=0.82518019;Misleading=0.00307121;n_members=5
13209,Clear,0,soft_vote,Clear=0.82983780;Not Clear=0.16771420;Misleading=0.00244800;n_members=5
13210,Clear,0,soft_vote,Clear=0.98315576;Not Clear=0.01509900;Misleading=0.00174524;n_members=5
13211,Clear,0,soft_vote,Clear=0.51795276;Not Clear=0.47858811;Misleading=0.00345913;n_members=5
13212,Clear,0,soft_vote,Clear=0.89725567;Not Clear=0.10063969;Misleading=0.00210463;n_members=5
13213,Clear,0,soft_vote,Clear=0.82253463;Not Clear=0.17492565;Misleading=0.00253969;n_members=5
13214,Clear,0,soft_vote,Clear=0.98169389;Not Clear=0.01691905;Misleading=0.00138708;n_members=5
13215,Clear,0,soft_vote,Clear=0.95339626;Not Clear=0.04485042;Misleading=0.00175334;n_members=5
13216,Clear,0,soft_vote,Clear=0.98961823;Not Clear=0.00946145;Misleading=0.00092029;n_members=5
13217,Not Clear,1,soft_vote,Clear=0.27463171;Not Clear=0.72148994;Misleading=0.00387835;n_members=5
13218,Clear,0,soft_vote,Clear=0.97963145;Not Clear=0.01887858;Misleading=0.00148995;n_members=5
13219,Not Clear,1,soft_vote,Clear=0.09958430;Not Clear=0.89658539;Misleading=0.00383034;n_members=5
13220,Clear,0,soft_vote,Clear=0.93743146;Not Clear=0.06052007;Misleading=0.00204846;n_members=5
13221,Clear,0,soft_vote,Clear=0.55833149;Not Clear=0.43721924;Misleading=0.00444926;n_members=5
13222,Clear,0,soft_vote,Clear=0.77954178;Not Clear=0.21748361;Misleading=0.00297460;n_members=5
13223,Clear,0,soft_vote,Clear=0.95549527;Not Clear=0.04311904;Misleading=0.00138565;n_members=5
13224,Clear,0,soft_vote,Clear=0.82123248;Not Clear=0.17616173;Misleading=0.00260578;n_members=5
13225,Clear,0,soft_vote,Clear=0.96484788;Not Clear=0.03302326;Misleading=0.00212886;n_members=5
13226,Not Clear,1,soft_vote,Clear=0.32745804;Not Clear=0.66947627;Misleading=0.00306571;n_members=5
13227,Not Clear,1,soft_vote,Clear=0.04661475;Not Clear=0.94958251;Misleading=0.00380275;n_members=5
13228,Clear,0,soft_vote,Clear=0.98324972;Not Clear=0.01536086;Misleading=0.00138940;n_members=5
13229,Clear,0,soft_vote,Clear=0.89905028;Not Clear=0.09583545;Misleading=0.00511428;n_members=5
13230,Not Clear,1,soft_vote,Clear=0.35127803;Not Clear=0.64491870;Misleading=0.00380325;n_members=5
13231,Clear,0,soft_vote,Clear=0.87555046;Not Clear=0.12254728;Misleading=0.00190223;n_members=5
13232,Clear,0,soft_vote,Clear=0.68856641;Not Clear=0.30495632;Misleading=0.00647726;n_members=5
13233,Not Clear,1,soft_vote,Clear=0.14316029;Not Clear=0.85378510;Misleading=0.00305463;n_members=5
13234,Clear,0,soft_vote,Clear=0.94603110;Not Clear=0.05183525;Misleading=0.00213369;n_members=5
13235,Clear,0,soft_vote,Clear=0.89773594;Not Clear=0.10001153;Misleading=0.00225253;n_members=5
13236,Clear,0,soft_vote,Clear=0.95279123;Not Clear=0.04555975;Misleading=0.00164904;n_members=5
13237,Clear,0,soft_vote,Clear=0.97648957;Not Clear=0.02214491;Misleading=0.00136554;n_members=5
13238,Clear,0,soft_vote,Clear=0.57976046;Not Clear=0.41689030;Misleading=0.00334923;n_members=5
13239,Clear,0,soft_vote,Clear=0.96058825;Not Clear=0.03763875;Misleading=0.00177301;n_members=5
13240,Clear,0,soft_vote,Clear=0.73664743;Not Clear=0.26053617;Misleading=0.00281637;n_members=5
13241,Clear,0,soft_vote,Clear=0.87483865;Not Clear=0.12265546;Misleading=0.00250583;n_members=5
13242,Not Clear,1,soft_vote,Clear=0.24814421;Not Clear=0.74970177;Misleading=0.00215402;n_members=5
13243,Clear,0,soft_vote,Clear=0.79344720;Not Clear=0.20350953;Misleading=0.00304325;n_members=5
13244,Not Clear,1,soft_vote,Clear=0.48475552;Not Clear=0.51160138;Misleading=0.00364312;n_members=5
13245,Clear,0,soft_vote,Clear=0.50329458;Not Clear=0.49185553;Misleading=0.00484990;n_members=5
13246,Clear,0,soft_vote,Clear=0.93751543;Not Clear=0.06076310;Misleading=0.00172147;n_members=5
13247,Clear,0,soft_vote,Clear=0.97785665;Not Clear=0.02091910;Misleading=0.00122426;n_members=5
13248,Clear,0,soft_vote,Clear=0.98392693;Not Clear=0.01441645;Misleading=0.00165661;n_members=5
13249,Not Clear,1,soft_vote,Clear=0.15194168;Not Clear=0.84590542;Misleading=0.00215289;n_members=5
13250,Clear,0,soft_vote,Clear=0.96774722;Not Clear=0.03042005;Misleading=0.00183269;n_members=5
13251,Not Clear,1,soft_vote,Clear=0.36673359;Not Clear=0.62891186;Misleading=0.00435456;n_members=5
13252,Clear,0,soft_vote,Clear=0.93449131;Not Clear=0.06247086;Misleading=0.00303784;n_members=5
13253,Clear,0,soft_vote,Clear=0.98921783;Not Clear=0.00984136;Misleading=0.00094079;n_members=5
13254,Clear,0,soft_vote,Clear=0.65737418;Not Clear=0.33952846;Misleading=0.00309735;n_members=5
13255,Clear,0,soft_vote,Clear=0.89108498;Not Clear=0.10654819;Misleading=0.00236684;n_members=5
13256,Clear,0,soft_vote,Clear=0.69891845;Not Clear=0.29760176;Misleading=0.00347977;n_members=5
13257,Clear,0,soft_vote,Clear=0.90828658;Not Clear=0.08959886;Misleading=0.00211454;n_members=5
13258,Clear,0,soft_vote,Clear=0.75893240;Not Clear=0.23692148;Misleading=0.00414613;n_members=5
13259,Clear,0,soft_vote,Clear=0.96373579;Not Clear=0.03462363;Misleading=0.00164059;n_members=5
13260,Clear,0,soft_vote,Clear=0.87640572;Not Clear=0.12122020;Misleading=0.00237408;n_members=5
13261,Not Clear,1,soft_vote,Clear=0.11758649;Not Clear=0.87889159;Misleading=0.00352193;n_members=5
13262,Not Clear,1,soft_vote,Clear=0.04591958;Not Clear=0.95133644;Misleading=0.00274398;n_members=5
13263,Clear,0,soft_vote,Clear=0.89918824;Not Clear=0.09663820;Misleading=0.00417353;n_members=5
13264,Clear,0,soft_vote,Clear=0.85377837;Not Clear=0.14370677;Misleading=0.00251488;n_members=5
13265,Clear,0,soft_vote,Clear=0.97190582;Not Clear=0.02625107;Misleading=0.00184305;n_members=5
13266,Not Clear,1,soft_vote,Clear=0.42157693;Not Clear=0.57470037;Misleading=0.00372270;n_members=5
13267,Clear,0,soft_vote,Clear=0.95563488;Not Clear=0.04273126;Misleading=0.00163381;n_members=5
13268,Clear,0,soft_vote,Clear=0.94214588;Not Clear=0.05640269;Misleading=0.00145140;n_members=5
13269,Clear,0,soft_vote,Clear=0.86786504;Not Clear=0.12866729;Misleading=0.00346765;n_members=5
13270,Clear,0,soft_vote,Clear=0.96964873;Not Clear=0.02874391;Misleading=0.00160736;n_members=5
13271,Clear,0,soft_vote,Clear=0.92650645;Not Clear=0.07010613;Misleading=0.00338741;n_members=5
13272,Clear,0,soft_vote,Clear=0.86130893;Not Clear=0.13472520;Misleading=0.00396590;n_members=5
13273,Clear,0,soft_vote,Clear=0.62710596;Not Clear=0.37006085;Misleading=0.00283318;n_members=5
13274,Clear,0,soft_vote,Clear=0.84071240;Not Clear=0.15639953;Misleading=0.00288806;n_members=5
13275,Not Clear,1,soft_vote,Clear=0.04284532;Not Clear=0.95493969;Misleading=0.00221498;n_members=5
13276,Clear,0,soft_vote,Clear=0.95023943;Not Clear=0.04781558;Misleading=0.00194496;n_members=5
13277,Clear,0,soft_vote,Clear=0.97891507;Not Clear=0.01964270;Misleading=0.00144221;n_members=5
13278,Clear,0,soft_vote,Clear=0.97096090;Not Clear=0.02747432;Misleading=0.00156478;n_members=5
13279,Clear,0,soft_vote,Clear=0.92564393;Not Clear=0.07003260;Misleading=0.00432349;n_members=5
13280,Clear,0,soft_vote,Clear=0.78961960;Not Clear=0.20814182;Misleading=0.00223860;n_members=5
13281,Not Clear,1,soft_vote,Clear=0.06383258;Not Clear=0.93410492;Misleading=0.00206248;n_members=5
13282,Clear,0,soft_vote,Clear=0.96561531;Not Clear=0.03292312;Misleading=0.00146159;n_members=5
