id,member,score_no,score_yes,pred
13969,focal_g3_w4,0.10354785,0.89645213,Yes
13970,focal_g3_w4,0.39611423,0.60388577,Yes
13971,focal_g3_w4,0.17458810,0.82541186,Yes
13972,focal_g3_w4,0.55503350,0.44496650,No
13973,focal_g3_w4,0.15384953,0.84615046,Yes
13974,focal_g3_w4,0.40633360,0.59366637,Yes
13975,focal_g3_w4,0.03837290,0.96162713,Yes
13976,focal_g3_w4,0.13620810,0.86379188,Yes
13977,focal_g3_w4,0.83866990,0.16133003,No
13978,focal_g3_w4,0.84264553,0.15735444,No
13979,focal_g3_w4,0.22602284,0.77397716,Yes
13980,focal_g3_w4,0.77223587,0.22776417,No
13981,focal_g3_w4,0.52407187,0.47592816,No
13982,focal_g3_w4,0.06369895,0.93630111,Yes
13983,focal_g3_w4,0.05853321,0.94146675,Yes
13984,focal_g3_w4,0.06822848,0.93177146,Yes
13985,focal_g3_w4,0.17018856,0.82981145,Yes
13986,focal_g3_w4,0.12212385,0.87787616,Yes
13987,focal_g3_w4,0.17135593,0.82864410,Yes
13988,focal_g3_w4,0.17903967,0.82096034,Yes
13989,focal_g3_w4,0.30385649,0.69614351,Yes
13990,focal_g3_w4,0.29224303,0.70775700,Yes
13991,focal_g3_w4,0.20796956,0.79203039,Yes
13992,focal_g3_w4,0.10753140,0.89246863,Yes
13993,focal_g3_w4,0.82176071,0.17823927,No
13994,focal_g3_w4,0.26554990,0.73445004,Yes
13995,focal_g3_w4,0.26517838,0.73482168,Yes
13996,focal_g3_w4,0.12069859,0.87930143,Yes
13997,focal_g3_w4,0.22488156,0.77511847,Yes
13998,focal_g3_w4,0.03877783,0.96122217,Yes
13999,focal_g3_w4,0.06549096,0.93450904,Yes
14000,focal_g3_w4,0.03219086,0.96780920,Yes
12001,focal_g3_w4,0.01333734,0.98666269,Yes
12002,focal_g3_w4,0.01814974,0.98185021,Yes
12003,focal_g3_w4,0.02108712,0.97891289,Yes
12004,focal_g3_w4,0.01152864,0.98847139,Yes
12005,focal_g3_w4,0.01075718,0.98924285,Yes
12006,focal_g3_w4,0.01066805,0.98933196,Yes
12007,focal_g3_w4,0.01360608,0.98639399,Yes
12008,focal_g3_w4,0.00955369,0.99044633,Yes
12009,focal_g3_w4,0.03090730,0.96909273,Yes
12010,focal_g3_w4,0.01005095,0.98994899,Yes
12011,focal_g3_w4,0.22651091,0.77348906,Yes
12012,focal_g3_w4,0.02922444,0.97077560,Yes
12013,focal_g3_w4,0.98396242,0.01603760,No
12014,focal_g3_w4,0.15040787,0.84959215,Yes
12015,focal_g3_w4,0.05745199,0.94254804,Yes
12016,focal_g3_w4,0.04781862,0.95218146,Yes
12017,focal_g3_w4,0.23501395,0.76498610,Yes
12018,focal_g3_w4,0.96484917,0.03515086,No
12019,focal_g3_w4,0.02712195,0.97287804,Yes
12020,focal_g3_w4,0.02017876,0.97982121,Yes
12021,focal_g3_w4,0.02295484,0.97704518,Yes
12022,focal_g3_w4,0.13505451,0.86494547,Yes
12023,focal_g3_w4,0.00734372,0.99265629,Yes
12024,focal_g3_w4,0.18801080,0.81198925,Yes
12025,focal_g3_w4,0.03074457,0.96925539,Yes
12026,focal_g3_w4,0.02129314,0.97870684,Yes
12027,focal_g3_w4,0.53534383,0.46465614,No
12028,focal_g3_w4,0.00690723,0.99309278,Yes
12029,focal_g3_w4,0.05914595,0.94085407,Yes
12030,focal_g3_w4,0.60386902,0.39613098,No
12031,focal_g3_w4,0.00622069,0.99377924,Yes
12032,focal_g3_w4,0.06295112,0.93704891,Yes
12033,focal_g3_w4,0.01589189,0.98410809,Yes
12034,focal_g3_w4,0.01286985,0.98713011,Yes
12035,focal_g3_w4,0.05929084,0.94070911,Yes
12036,focal_g3_w4,0.83525091,0.16474912,No
12037,focal_g3_w4,0.00988901,0.99011093,Yes
12038,focal_g3_w4,0.02036684,0.97963321,Yes
12039,focal_g3_w4,0.01824251,0.98175746,Yes
12040,focal_g3_w4,0.14108373,0.85891634,Yes
12041,focal_g3_w4,0.17111026,0.82888973,Yes
12042,focal_g3_w4,0.03051578,0.96948427,Yes
12043,focal_g3_w4,0.97329980,0.02670022,No
12044,focal_g3_w4,0.00960786,0.99039221,Yes
12045,focal_g3_w4,0.09536689,0.90463316,Yes
12046,focal_g3_w4,0.01303890,0.98696113,Yes
12047,focal_g3_w4,0.01777298,0.98222703,Yes
12048,focal_g3_w4,0.03580365,0.96419638,Yes
12049,focal_g3_w4,0.01462659,0.98537344,Yes
12050,focal_g3_w4,0.08294415,0.91705585,Yes
12051,focal_g3_w4,0.02075532,0.97924465,Yes
12052,focal_g3_w4,0.97737700,0.02262302,No
12053,focal_g3_w4,0.16272521,0.83727485,Yes
12054,focal_g3_w4,0.96843141,0.03156855,No
12055,focal_g3_w4,0.02986572,0.97013432,Yes
12056,focal_g3_w4,0.01267449,0.98732555,Yes
12057,focal_g3_w4,0.71713638,0.28286365,No
12058,focal_g3_w4,0.03098638,0.96901357,Yes
12059,focal_g3_w4,0.57209253,0.42790744,No
12060,focal_g3_w4,0.01450155,0.98549843,Yes
12061,focal_g3_w4,0.71249449,0.28750557,No
12062,focal_g3_w4,0.10002219,0.89997786,Yes
12063,focal_g3_w4,0.83024484,0.16975512,No
12064,focal_g3_w4,0.01426232,0.98573768,Yes
12065,focal_g3_w4,0.06139110,0.93860894,Yes
12066,focal_g3_w4,0.72808510,0.27191493,No
12067,focal_g3_w4,0.02075290,0.97924715,Yes
12068,focal_g3_w4,0.07186665,0.92813331,Yes
12069,focal_g3_w4,0.03176703,0.96823299,Yes
12070,focal_g3_w4,0.00778476,0.99221522,Yes
12071,focal_g3_w4,0.06302652,0.93697345,Yes
12072,focal_g3_w4,0.06874909,0.93125093,Yes
12073,focal_g3_w4,0.06572660,0.93427336,Yes
12074,focal_g3_w4,0.00629598,0.99370402,Yes
12075,focal_g3_w4,0.45919770,0.54080230,Yes
12076,focal_g3_w4,0.68854874,0.31145123,No
12077,focal_g3_w4,0.05758408,0.94241589,Yes
12078,focal_g3_w4,0.34737033,0.65262967,Yes
12079,focal_g3_w4,0.13487165,0.86512834,Yes
12080,focal_g3_w4,0.62220460,0.37779540,No
12081,focal_g3_w4,0.03370705,0.96629304,Yes
12082,focal_g3_w4,0.00693730,0.99306267,Yes
12083,focal_g3_w4,0.14258628,0.85741371,Yes
12084,focal_g3_w4,0.97479898,0.02520109,No
12085,focal_g3_w4,0.00604775,0.99395221,Yes
12086,focal_g3_w4,0.85534668,0.14465332,No
12087,focal_g3_w4,0.01812519,0.98187476,Yes
12088,focal_g3_w4,0.49402368,0.50597632,Yes
12089,focal_g3_w4,0.95186704,0.04813293,No
12090,focal_g3_w4,0.02578531,0.97421467,Yes
12091,focal_g3_w4,0.47372052,0.52627945,Yes
12092,focal_g3_w4,0.09153976,0.90846020,Yes
12093,focal_g3_w4,0.02115474,0.97884524,Yes
12094,focal_g3_w4,0.01714239,0.98285758,Yes
12095,focal_g3_w4,0.08026262,0.91973734,Yes
12096,focal_g3_w4,0.01226567,0.98773426,Yes
12097,focal_g3_w4,0.89780957,0.10219052,No
12098,focal_g3_w4,0.08167059,0.91832948,Yes
12099,focal_g3_w4,0.30924821,0.69075179,Yes
12100,focal_g3_w4,0.02000355,0.97999644,Yes
12101,focal_g3_w4,0.07804866,0.92195129,Yes
12102,focal_g3_w4,0.02234232,0.97765768,Yes
12103,focal_g3_w4,0.01973652,0.98026353,Yes
12104,focal_g3_w4,0.41237280,0.58762723,Yes
12105,focal_g3_w4,0.71986735,0.28013262,No
12106,focal_g3_w4,0.01277087,0.98722911,Yes
12107,focal_g3_w4,0.22302100,0.77697903,Yes
12108,focal_g3_w4,0.01621128,0.98378873,Yes
12109,focal_g3_w4,0.06098482,0.93901521,Yes
12110,focal_g3_w4,0.80970711,0.19029289,No
12111,focal_g3_w4,0.85842150,0.14157856,No
12112,focal_g3_w4,0.01406535,0.98593462,Yes
12113,focal_g3_w4,0.01816600,0.98183399,Yes
12114,focal_g3_w4,0.01847430,0.98152566,Yes
12115,focal_g3_w4,0.42225680,0.57774317,Yes
12116,focal_g3_w4,0.04232606,0.95767397,Yes
12117,focal_g3_w4,0.73615724,0.26384276,No
12118,focal_g3_w4,0.07644697,0.92355299,Yes
12119,focal_g3_w4,0.01421309,0.98578691,Yes
12120,focal_g3_w4,0.01227255,0.98772740,Yes
12121,focal_g3_w4,0.01094941,0.98905063,Yes
12122,focal_g3_w4,0.24205954,0.75794041,Yes
12123,focal_g3_w4,0.01565844,0.98434156,Yes
12124,focal_g3_w4,0.09790239,0.90209758,Yes
12125,focal_g3_w4,0.01840560,0.98159444,Yes
12126,focal_g3_w4,0.01689780,0.98310226,Yes
12127,focal_g3_w4,0.03331363,0.96668643,Yes
12128,focal_g3_w4,0.01541142,0.98458856,Yes
12129,focal_g3_w4,0.94948727,0.05051276,No
12130,focal_g3_w4,0.01654037,0.98345965,Yes
12131,focal_g3_w4,0.08166368,0.91833627,Yes
12132,focal_g3_w4,0.98871160,0.01128836,No
12133,focal_g3_w4,0.93284422,0.06715584,No
12134,focal_g3_w4,0.01350106,0.98649895,Yes
12135,focal_g3_w4,0.00805980,0.99194020,Yes
12136,focal_g3_w4,0.01603669,0.98396331,Yes
12137,focal_g3_w4,0.77495521,0.22504480,No
12138,focal_g3_w4,0.01028884,0.98971117,Yes
12139,focal_g3_w4,0.01929237,0.98070759,Yes
12140,focal_g3_w4,0.05351201,0.94648802,Yes
12141,focal_g3_w4,0.95003104,0.04996892,No
12142,focal_g3_w4,0.03992981,0.96007025,Yes
12143,focal_g3_w4,0.00937265,0.99062741,Yes
12144,focal_g3_w4,0.00930090,0.99069911,Yes
12145,focal_g3_w4,0.02647153,0.97352850,Yes
12146,focal_g3_w4,0.01268185,0.98731810,Yes
12147,focal_g3_w4,0.00780133,0.99219865,Yes
12148,focal_g3_w4,0.08887015,0.91112989,Yes
12149,focal_g3_w4,0.01898809,0.98101187,Yes
12150,focal_g3_w4,0.95584649,0.04415359,No
12151,focal_g3_w4,0.86282545,0.13717455,No
12152,focal_g3_w4,0.97210783,0.02789220,No
12153,focal_g3_w4,0.69587213,0.30412787,No
12154,focal_g3_w4,0.01621301,0.98378700,Yes
12155,focal_g3_w4,0.01213498,0.98786503,Yes
12156,focal_g3_w4,0.97435975,0.02564025,No
12157,focal_g3_w4,0.01126045,0.98873961,Yes
12158,focal_g3_w4,0.06900328,0.93099672,Yes
12159,focal_g3_w4,0.01667137,0.98332858,Yes
12160,focal_g3_w4,0.02737516,0.97262484,Yes
12161,focal_g3_w4,0.01444040,0.98555958,Yes
12162,focal_g3_w4,0.00948767,0.99051231,Yes
12163,focal_g3_w4,0.86844778,0.13155223,No
12164,focal_g3_w4,0.05317503,0.94682497,Yes
12165,focal_g3_w4,0.22734262,0.77265733,Yes
12166,focal_g3_w4,0.01527472,0.98472530,Yes
12167,focal_g3_w4,0.01353761,0.98646241,Yes
12168,focal_g3_w4,0.07063408,0.92936587,Yes
12169,focal_g3_w4,0.05076807,0.94923186,Yes
12170,focal_g3_w4,0.01462038,0.98537964,Yes
12171,focal_g3_w4,0.02952741,0.97047263,Yes
12172,focal_g3_w4,0.06209431,0.93790573,Yes
12173,focal_g3_w4,0.04757952,0.95242047,Yes
12174,focal_g3_w4,0.01381300,0.98618698,Yes
12175,focal_g3_w4,0.01574923,0.98425078,Yes
12176,focal_g3_w4,0.16415119,0.83584881,Yes
12177,focal_g3_w4,0.02960355,0.97039652,Yes
12178,focal_g3_w4,0.04045250,0.95954752,Yes
12179,focal_g3_w4,0.08456582,0.91543424,Yes
12180,focal_g3_w4,0.00932220,0.99067783,Yes
12181,focal_g3_w4,0.02398326,0.97601670,Yes
12182,focal_g3_w4,0.01495091,0.98504907,Yes
12183,focal_g3_w4,0.02912515,0.97087485,Yes
12184,focal_g3_w4,0.02342302,0.97657698,Yes
12185,focal_g3_w4,0.00676606,0.99323398,Yes
12186,focal_g3_w4,0.00952810,0.99047196,Yes
12187,focal_g3_w4,0.91282898,0.08717101,No
12188,focal_g3_w4,0.15545790,0.84454215,Yes
12189,focal_g3_w4,0.00732187,0.99267817,Yes
12190,focal_g3_w4,0.02716371,0.97283632,Yes
12191,focal_g3_w4,0.01791661,0.98208344,Yes
12192,focal_g3_w4,0.01531690,0.98468310,Yes
12193,focal_g3_w4,0.07495935,0.92504066,Yes
12194,focal_g3_w4,0.02526335,0.97473663,Yes
12195,focal_g3_w4,0.01999410,0.98000586,Yes
12196,focal_g3_w4,0.08283153,0.91716844,Yes
12197,focal_g3_w4,0.15065776,0.84934229,Yes
12198,focal_g3_w4,0.01655579,0.98344421,Yes
12199,focal_g3_w4,0.03995365,0.96004629,Yes
12200,focal_g3_w4,0.04046430,0.95953566,Yes
12201,focal_g3_w4,0.18230717,0.81769288,Yes
12202,focal_g3_w4,0.01771557,0.98228443,Yes
12203,focal_g3_w4,0.01319657,0.98680347,Yes
12204,focal_g3_w4,0.01361649,0.98638356,Yes
12205,focal_g3_w4,0.17249966,0.82750040,Yes
12206,focal_g3_w4,0.01977810,0.98022193,Yes
12207,focal_g3_w4,0.00944030,0.99055964,Yes
12208,focal_g3_w4,0.01838191,0.98161811,Yes
12209,focal_g3_w4,0.01279093,0.98720908,Yes
12210,focal_g3_w4,0.02606389,0.97393608,Yes
12211,focal_g3_w4,0.01852465,0.98147535,Yes
12212,focal_g3_w4,0.01538332,0.98461664,Yes
12213,focal_g3_w4,0.02490043,0.97509956,Yes
12214,focal_g3_w4,0.02286873,0.97713125,Yes
12215,focal_g3_w4,0.91389483,0.08610516,No
12216,focal_g3_w4,0.00536084,0.99463922,Yes
12217,focal_g3_w4,0.10373018,0.89626986,Yes
12218,focal_g3_w4,0.07300706,0.92699289,Yes
12219,focal_g3_w4,0.08904686,0.91095316,Yes
12220,focal_g3_w4,0.01595410,0.98404586,Yes
12221,focal_g3_w4,0.03254711,0.96745288,Yes
12222,focal_g3_w4,0.17012061,0.82987940,Yes
12223,focal_g3_w4,0.38873979,0.61126018,Yes
12224,focal_g3_w4,0.75328785,0.24671219,No
12225,focal_g3_w4,0.02941584,0.97058409,Yes
12226,focal_g3_w4,0.89702910,0.10297093,No
12227,focal_g3_w4,0.10559273,0.89440727,Yes
12228,focal_g3_w4,0.02384787,0.97615212,Yes
12229,focal_g3_w4,0.16637906,0.83362097,Yes
12230,focal_g3_w4,0.95752525,0.04247471,No
12231,focal_g3_w4,0.14950605,0.85049397,Yes
12232,focal_g3_w4,0.02110649,0.97889346,Yes
12233,focal_g3_w4,0.12358733,0.87641263,Yes
12234,focal_g3_w4,0.09385449,0.90614557,Yes
12235,focal_g3_w4,0.01521390,0.98478609,Yes
12236,focal_g3_w4,0.04300475,0.95699525,Yes
12237,focal_g3_w4,0.02835782,0.97164220,Yes
12238,focal_g3_w4,0.02092419,0.97907579,Yes
12239,focal_g3_w4,0.06800457,0.93199545,Yes
12240,focal_g3_w4,0.00890763,0.99109238,Yes
12241,focal_g3_w4,0.39125729,0.60874265,Yes
12242,focal_g3_w4,0.03451819,0.96548182,Yes
12243,focal_g3_w4,0.01900007,0.98099995,Yes
12244,focal_g3_w4,0.04066514,0.95933485,Yes
12245,focal_g3_w4,0.00857019,0.99142987,Yes
12246,focal_g3_w4,0.48648179,0.51351821,Yes
12247,focal_g3_w4,0.01010056,0.98989946,Yes
12248,focal_g3_w4,0.62622148,0.37377852,No
12249,focal_g3_w4,0.00906656,0.99093342,Yes
12250,focal_g3_w4,0.01072547,0.98927456,Yes
12251,focal_g3_w4,0.01210237,0.98789757,Yes
12252,focal_g3_w4,0.31467867,0.68532133,Yes
12253,focal_g3_w4,0.13437630,0.86562371,Yes
12254,focal_g3_w4,0.32740176,0.67259824,Yes
12255,focal_g3_w4,0.20520999,0.79479003,Yes
12256,focal_g3_w4,0.01008528,0.98991477,Yes
12257,focal_g3_w4,0.01291467,0.98708528,Yes
12258,focal_g3_w4,0.00993997,0.99005997,Yes
12259,focal_g3_w4,0.03761896,0.96238106,Yes
12260,focal_g3_w4,0.91594702,0.08405305,No
12261,focal_g3_w4,0.27471542,0.72528458,Yes
12262,focal_g3_w4,0.02169888,0.97830111,Yes
12263,focal_g3_w4,0.86292297,0.13707702,No
12264,focal_g3_w4,0.33854830,0.66145164,Yes
12265,focal_g3_w4,0.15729383,0.84270614,Yes
12266,focal_g3_w4,0.65097082,0.34902918,No
12267,focal_g3_w4,0.01946634,0.98053372,Yes
12268,focal_g3_w4,0.01869078,0.98130924,Yes
12269,focal_g3_w4,0.60955650,0.39044350,No
12270,focal_g3_w4,0.01513735,0.98486263,Yes
12271,focal_g3_w4,0.97256494,0.02743510,No
12272,focal_g3_w4,0.01230230,0.98769766,Yes
12273,focal_g3_w4,0.00550864,0.99449134,Yes
12274,focal_g3_w4,0.04904477,0.95095521,Yes
12275,focal_g3_w4,0.55459464,0.44540533,No
12276,focal_g3_w4,0.01973427,0.98026568,Yes
12277,focal_g3_w4,0.01171285,0.98828715,Yes
12278,focal_g3_w4,0.06876181,0.93123823,Yes
12279,focal_g3_w4,0.02051803,0.97948200,Yes
12280,focal_g3_w4,0.40295976,0.59704024,Yes
12281,focal_g3_w4,0.01907993,0.98092008,Yes
12282,focal_g3_w4,0.02869467,0.97130537,Yes
12283,focal_g3_w4,0.02442512,0.97557485,Yes
12284,focal_g3_w4,0.02227664,0.97772330,Yes
12285,focal_g3_w4,0.01566279,0.98433715,Yes
12286,focal_g3_w4,0.09788725,0.90211272,Yes
12287,focal_g3_w4,0.02641965,0.97358036,Yes
12288,focal_g3_w4,0.01159322,0.98840672,Yes
12289,focal_g3_w4,0.20776258,0.79223746,Yes
12290,focal_g3_w4,0.04624425,0.95375574,Yes
12291,focal_g3_w4,0.94069707,0.05930296,No
12292,focal_g3_w4,0.40647319,0.59352678,Yes
12293,focal_g3_w4,0.01250902,0.98749101,Yes
12294,focal_g3_w4,0.02094146,0.97905856,Yes
12295,focal_g3_w4,0.57970041,0.42029962,No
12296,focal_g3_w4,0.00717431,0.99282575,Yes
12297,focal_g3_w4,0.01820269,0.98179734,Yes
12298,focal_g3_w4,0.01145147,0.98854852,Yes
12299,focal_g3_w4,0.23171264,0.76828730,Yes
12300,focal_g3_w4,0.06588943,0.93411058,Yes
12301,focal_g3_w4,0.01066835,0.98933160,Yes
12302,focal_g3_w4,0.97168970,0.02831027,No
12303,focal_g3_w4,0.01996908,0.98003089,Yes
12304,focal_g3_w4,0.62437975,0.37562022,No
12305,focal_g3_w4,0.14156601,0.85843396,Yes
12306,focal_g3_w4,0.03476745,0.96523249,Yes
12307,focal_g3_w4,0.02339498,0.97660500,Yes
12308,focal_g3_w4,0.04565881,0.95434123,Yes
12309,focal_g3_w4,0.01179721,0.98820275,Yes
12310,focal_g3_w4,0.00899347,0.99100655,Yes
12311,focal_g3_w4,0.99146080,0.00853919,No
12312,focal_g3_w4,0.01051770,0.98948228,Yes
12313,focal_g3_w4,0.10681909,0.89318097,Yes
12314,focal_g3_w4,0.02782636,0.97217363,Yes
12315,focal_g3_w4,0.02561004,0.97438997,Yes
12316,focal_g3_w4,0.01016552,0.98983455,Yes
12317,focal_g3_w4,0.08993247,0.91006756,Yes
12318,focal_g3_w4,0.00537660,0.99462342,Yes
12319,focal_g3_w4,0.05748861,0.94251144,Yes
12320,focal_g3_w4,0.18646345,0.81353652,Yes
12321,focal_g3_w4,0.02412955,0.97587049,Yes
12322,focal_g3_w4,0.03194697,0.96805298,Yes
12323,focal_g3_w4,0.92411566,0.07588432,No
12324,focal_g3_w4,0.06049746,0.93950260,Yes
12325,focal_g3_w4,0.88490272,0.11509731,No
12326,focal_g3_w4,0.01287749,0.98712254,Yes
12327,focal_g3_w4,0.96307683,0.03692316,No
12328,focal_g3_w4,0.19312459,0.80687547,Yes
12329,focal_g3_w4,0.03471826,0.96528172,Yes
12330,focal_g3_w4,0.01679610,0.98320389,Yes
12331,focal_g3_w4,0.02044555,0.97955441,Yes
12332,focal_g3_w4,0.00666657,0.99333340,Yes
12333,focal_g3_w4,0.87154752,0.12845255,No
12334,focal_g3_w4,0.01012845,0.98987156,Yes
12335,focal_g3_w4,0.01601839,0.98398167,Yes
12336,focal_g3_w4,0.01990552,0.98009449,Yes
12337,focal_g3_w4,0.04626429,0.95373571,Yes
12338,focal_g3_w4,0.00653060,0.99346936,Yes
12339,focal_g3_w4,0.21763898,0.78236103,Yes
12340,focal_g3_w4,0.03166735,0.96833271,Yes
12341,focal_g3_w4,0.14128095,0.85871899,Yes
12342,focal_g3_w4,0.00707047,0.99292952,Yes
12343,focal_g3_w4,0.10239426,0.89760578,Yes
12344,focal_g3_w4,0.86614531,0.13385466,No
12345,focal_g3_w4,0.01636900,0.98363101,Yes
12346,focal_g3_w4,0.00889312,0.99110693,Yes
12347,focal_g3_w4,0.00746506,0.99253500,Yes
12348,focal_g3_w4,0.96892512,0.03107482,No
12349,focal_g3_w4,0.93487573,0.06512427,No
12350,focal_g3_w4,0.01207241,0.98792762,Yes
12351,focal_g3_w4,0.97954744,0.02045262,No
12352,focal_g3_w4,0.08914173,0.91085821,Yes
12353,focal_g3_w4,0.79578584,0.20421414,No
12354,focal_g3_w4,0.01277105,0.98722899,Yes
12355,focal_g3_w4,0.95838350,0.04161652,No
12356,focal_g3_w4,0.06789385,0.93210620,Yes
12357,focal_g3_w4,0.07256699,0.92743295,Yes
12358,focal_g3_w4,0.92600816,0.07399181,No
12359,focal_g3_w4,0.62364686,0.37635317,No
12360,focal_g3_w4,0.01518321,0.98481673,Yes
12361,focal_g3_w4,0.09061640,0.90938359,Yes
12362,focal_g3_w4,0.68232620,0.31767380,No
12363,focal_g3_w4,0.01265086,0.98734915,Yes
12364,focal_g3_w4,0.01213641,0.98786366,Yes
12365,focal_g3_w4,0.00613498,0.99386495,Yes
12366,focal_g3_w4,0.02198034,0.97801971,Yes
12367,focal_g3_w4,0.01658547,0.98341447,Yes
12368,focal_g3_w4,0.02325008,0.97674996,Yes
12369,focal_g3_w4,0.86467767,0.13532236,No
12370,focal_g3_w4,0.02936288,0.97063714,Yes
12371,focal_g3_w4,0.03098210,0.96901792,Yes
12372,focal_g3_w4,0.00708837,0.99291164,Yes
12373,focal_g3_w4,0.03342981,0.96657026,Yes
12374,focal_g3_w4,0.05923587,0.94076419,Yes
12375,focal_g3_w4,0.03206310,0.96793693,Yes
12376,focal_g3_w4,0.05329284,0.94670713,Yes
12377,focal_g3_w4,0.01694662,0.98305339,Yes
12378,focal_g3_w4,0.07966865,0.92033136,Yes
12379,focal_g3_w4,0.00661830,0.99338174,Yes
12380,focal_g3_w4,0.03946545,0.96053457,Yes
12381,focal_g3_w4,0.06584617,0.93415385,Yes
12382,focal_g3_w4,0.00928010,0.99071991,Yes
12383,focal_g3_w4,0.01770361,0.98229641,Yes
12384,focal_g3_w4,0.10197126,0.89802879,Yes
12385,focal_g3_w4,0.01553762,0.98446238,Yes
12386,focal_g3_w4,0.90053886,0.09946111,No
12387,focal_g3_w4,0.14708719,0.85291278,Yes
12388,focal_g3_w4,0.07608362,0.92391634,Yes
12389,focal_g3_w4,0.01604213,0.98395789,Yes
12390,focal_g3_w4,0.77265137,0.22734860,No
12391,focal_g3_w4,0.06178332,0.93821675,Yes
12392,focal_g3_w4,0.03106679,0.96893322,Yes
12393,focal_g3_w4,0.15449466,0.84550530,Yes
12394,focal_g3_w4,0.01355313,0.98644686,Yes
12395,focal_g3_w4,0.02300784,0.97699213,Yes
12396,focal_g3_w4,0.01391927,0.98608065,Yes
12397,focal_g3_w4,0.02618363,0.97381634,Yes
12398,focal_g3_w4,0.02974970,0.97025025,Yes
12399,focal_g3_w4,0.05900428,0.94099569,Yes
12400,focal_g3_w4,0.02813288,0.97186714,Yes
12401,focal_g3_w4,0.19712052,0.80287951,Yes
12402,focal_g3_w4,0.04003483,0.95996523,Yes
12403,focal_g3_w4,0.20253487,0.79746509,Yes
12404,focal_g3_w4,0.05101227,0.94898766,Yes
12405,focal_g3_w4,0.00965061,0.99034941,Yes
12406,focal_g3_w4,0.26762134,0.73237866,Yes
12407,focal_g3_w4,0.12605585,0.87394416,Yes
12408,focal_g3_w4,0.01250533,0.98749465,Yes
12409,focal_g3_w4,0.21485412,0.78514582,Yes
12410,focal_g3_w4,0.00524611,0.99475384,Yes
12411,focal_g3_w4,0.03259159,0.96740836,Yes
12412,focal_g3_w4,0.05681002,0.94318998,Yes
12413,focal_g3_w4,0.02021528,0.97978473,Yes
12414,focal_g3_w4,0.01066630,0.98933369,Yes
12415,focal_g3_w4,0.01221253,0.98778743,Yes
12416,focal_g3_w4,0.23198907,0.76801097,Yes
12417,focal_g3_w4,0.01133623,0.98866373,Yes
12418,focal_g3_w4,0.01440364,0.98559642,Yes
12419,focal_g3_w4,0.30667126,0.69332874,Yes
12420,focal_g3_w4,0.00660816,0.99339181,Yes
12421,focal_g3_w4,0.01322226,0.98677766,Yes
12422,focal_g3_w4,0.03551855,0.96448141,Yes
12423,focal_g3_w4,0.03453551,0.96546447,Yes
12424,focal_g3_w4,0.01764282,0.98235714,Yes
12425,focal_g3_w4,0.01708557,0.98291439,Yes
12426,focal_g3_w4,0.03626569,0.96373427,Yes
12427,focal_g3_w4,0.17359486,0.82640517,Yes
12428,focal_g3_w4,0.00465164,0.99534839,Yes
12429,focal_g3_w4,0.06802069,0.93197930,Yes
12430,focal_g3_w4,0.00574350,0.99425656,Yes
12431,focal_g3_w4,0.02393666,0.97606331,Yes
12432,focal_g3_w4,0.01394688,0.98605311,Yes
12433,focal_g3_w4,0.01459362,0.98540640,Yes
12434,focal_g3_w4,0.01205658,0.98794347,Yes
12435,focal_g3_w4,0.81951082,0.18048918,No
12436,focal_g3_w4,0.01089777,0.98910224,Yes
12437,focal_g3_w4,0.03175211,0.96824783,Yes
12438,focal_g3_w4,0.01139270,0.98860735,Yes
12439,focal_g3_w4,0.01959104,0.98040891,Yes
12440,focal_g3_w4,0.01158773,0.98841220,Yes
12441,focal_g3_w4,0.73968244,0.26031756,No
12442,focal_g3_w4,0.19307479,0.80692518,Yes
12443,focal_g3_w4,0.03393965,0.96606034,Yes
12444,focal_g3_w4,0.04351745,0.95648253,Yes
12445,focal_g3_w4,0.30479351,0.69520652,Yes
12446,focal_g3_w4,0.02481793,0.97518212,Yes
12447,focal_g3_w4,0.01462564,0.98537433,Yes
12448,focal_g3_w4,0.39578992,0.60421014,Yes
12449,focal_g3_w4,0.60484850,0.39515147,No
12450,focal_g3_w4,0.01868503,0.98131496,Yes
12451,focal_g3_w4,0.03467201,0.96532804,Yes
12452,focal_g3_w4,0.13369037,0.86630964,Yes
12453,focal_g3_w4,0.01070641,0.98929358,Yes
12454,focal_g3_w4,0.03140998,0.96859008,Yes
12455,focal_g3_w4,0.01422855,0.98577154,Yes
12456,focal_g3_w4,0.19904745,0.80095261,Yes
12457,focal_g3_w4,0.33989367,0.66010630,Yes
12458,focal_g3_w4,0.07538632,0.92461371,Yes
12459,focal_g3_w4,0.32606810,0.67393190,Yes
12460,focal_g3_w4,0.24867682,0.75132322,Yes
12461,focal_g3_w4,0.04462489,0.95537508,Yes
12462,focal_g3_w4,0.01023509,0.98976493,Yes
12463,focal_g3_w4,0.03194379,0.96805620,Yes
12464,focal_g3_w4,0.03370794,0.96629214,Yes
12465,focal_g3_w4,0.82088441,0.17911562,No
12466,focal_g3_w4,0.95437825,0.04562168,No
12467,focal_g3_w4,0.01016578,0.98983419,Yes
12468,focal_g3_w4,0.03918345,0.96081656,Yes
12469,focal_g3_w4,0.01307707,0.98692292,Yes
12470,focal_g3_w4,0.03906619,0.96093380,Yes
12471,focal_g3_w4,0.07611551,0.92388451,Yes
12472,focal_g3_w4,0.26391441,0.73608559,Yes
12473,focal_g3_w4,0.03505116,0.96494883,Yes
