id,member,Clear,Not Clear,Misleading,pred
13762,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.90929568,0.08895057,0.00175375,Clear
13763,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99868101,0.00046343,0.00085552,Clear
13764,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99695492,0.00164824,0.00139677,Clear
13765,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99865580,0.00091131,0.00043291,Clear
13766,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.49783030,0.49700645,0.00516327,Clear
13767,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.01436482,0.98431695,0.00131817,Not Clear
13768,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99746430,0.00197843,0.00055733,Clear
13769,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.73172772,0.26499420,0.00327801,Clear
13770,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99141437,0.00784183,0.00074374,Clear
13771,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.98983932,0.00894246,0.00121827,Clear
13772,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99865341,0.00092061,0.00042594,Clear
13773,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.08177862,0.91567457,0.00254683,Not Clear
13774,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.94203407,0.05564573,0.00232025,Clear
13775,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99605918,0.00292897,0.00101188,Clear
13776,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99887842,0.00075673,0.00036483,Clear
13777,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.02509798,0.97322309,0.00167890,Not Clear
13778,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99611795,0.00267479,0.00120734,Clear
13779,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99670970,0.00263732,0.00065297,Clear
13780,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99505508,0.00405955,0.00088541,Clear
13781,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.37119481,0.62632579,0.00247939,Not Clear
13782,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.93492210,0.06342776,0.00165019,Clear
13783,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.76473188,0.21986133,0.01540674,Clear
13784,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.03368868,0.96487755,0.00143370,Not Clear
13785,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.85804963,0.13959524,0.00235518,Clear
13786,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.76805478,0.22393233,0.00801291,Clear
13787,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.04535127,0.95348984,0.00115889,Not Clear
13788,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99849677,0.00092132,0.00058198,Clear
13789,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.95305955,0.04485288,0.00208755,Clear
13790,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99881041,0.00037365,0.00081603,Clear
13791,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.02422121,0.97469181,0.00108703,Not Clear
13792,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.98234874,0.01625876,0.00139246,Clear
13793,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.72765779,0.27000889,0.00233334,Clear
13794,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.97407496,0.02428092,0.00164408,Clear
13795,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99730897,0.00185187,0.00083915,Clear
13796,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99815387,0.00131836,0.00052775,Clear
13797,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99759537,0.00170234,0.00070224,Clear
13798,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99892741,0.00046546,0.00060706,Clear
13799,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.69589829,0.29654366,0.00755797,Clear
13800,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.83918917,0.15670317,0.00410756,Clear
13801,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99296004,0.00636691,0.00067310,Clear
13802,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99921179,0.00052922,0.00025891,Clear
13803,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.04482650,0.95351505,0.00165843,Not Clear
13804,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.98827922,0.01041094,0.00130980,Clear
13805,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.01197320,0.98621899,0.00180777,Not Clear
13806,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.46007818,0.53542095,0.00450091,Not Clear
13807,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99477518,0.00427878,0.00094597,Clear
13808,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.55303651,0.44228578,0.00467774,Clear
13809,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.08966370,0.90844911,0.00188717,Not Clear
13810,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.97106826,0.02648892,0.00244274,Clear
13811,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99854255,0.00077798,0.00067950,Clear
13812,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.47892454,0.51385844,0.00721709,Not Clear
13813,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.68654758,0.30467895,0.00877346,Clear
13814,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99066275,0.00810403,0.00123325,Clear
13815,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99806005,0.00138404,0.00055582,Clear
13816,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99596345,0.00291725,0.00111927,Clear
13817,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.21172290,0.78546274,0.00281433,Not Clear
13818,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99779308,0.00178618,0.00042076,Clear
13819,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.88987589,0.10742311,0.00270103,Clear
13820,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.97424114,0.02451738,0.00124154,Clear
13821,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99209577,0.00710028,0.00080399,Clear
13822,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99786109,0.00129287,0.00084595,Clear
13823,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.02760588,0.97116053,0.00123356,Not Clear
13824,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.98255980,0.01551927,0.00192089,Clear
13825,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.93369508,0.06518417,0.00112078,Clear
13826,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.96849012,0.02958037,0.00192961,Clear
13827,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.79415566,0.20340641,0.00243800,Clear
13828,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99833459,0.00097641,0.00068903,Clear
13829,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.03281923,0.96546012,0.00172059,Not Clear
13830,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.93484592,0.06152469,0.00362940,Clear
13831,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99556714,0.00358270,0.00085016,Clear
13832,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.93268418,0.06452848,0.00278738,Clear
13833,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99693525,0.00219385,0.00087083,Clear
13834,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99251443,0.00655189,0.00093368,Clear
13835,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.03711273,0.96170735,0.00117988,Not Clear
13836,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.91059244,0.08783581,0.00157167,Clear
13837,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.97970176,0.01926948,0.00102883,Clear
13838,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.95667011,0.04187368,0.00145618,Clear
13839,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.84809148,0.14783882,0.00406972,Clear
13840,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99378777,0.00491751,0.00129477,Clear
13841,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.01790528,0.98114920,0.00094552,Not Clear
13842,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99834919,0.00114646,0.00050433,Clear
13843,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99626547,0.00299570,0.00073883,Clear
13844,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99450409,0.00375399,0.00174191,Clear
13845,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.00745795,0.99149710,0.00104488,Not Clear
13846,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.64732057,0.34511018,0.00756920,Clear
13847,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.93662202,0.05830624,0.00507179,Clear
13848,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.02089690,0.97689795,0.00220514,Not Clear
13849,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99867648,0.00079290,0.00053063,Clear
13850,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.98866719,0.01084677,0.00048609,Clear
13851,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.94984198,0.04858778,0.00157025,Clear
13852,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.97817928,0.02066334,0.00115748,Clear
13853,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.03129051,0.96669734,0.00201219,Not Clear
13854,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.05494406,0.94332540,0.00173056,Not Clear
13855,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.11630245,0.87909377,0.00460384,Not Clear
13856,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99753213,0.00182717,0.00064070,Clear
13857,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.62536985,0.36947346,0.00515671,Clear
13858,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99736291,0.00205952,0.00057758,Clear
13859,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.96679538,0.03114016,0.00206445,Clear
13860,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99378395,0.00512967,0.00108630,Clear
13861,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.88850552,0.10933487,0.00215964,Clear
13862,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99832791,0.00098744,0.00068468,Clear
13863,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.97597617,0.02263191,0.00139196,Clear
13864,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.00812728,0.99070030,0.00117242,Not Clear
13865,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99668968,0.00257977,0.00073042,Clear
13866,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.98741442,0.01065199,0.00193362,Clear
13867,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.73627692,0.26105106,0.00267201,Clear
13868,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99382555,0.00445170,0.00172275,Clear
13869,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99473417,0.00444445,0.00082147,Clear
13870,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.97898084,0.01984432,0.00117488,Clear
13871,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.97812665,0.02041506,0.00145828,Clear
13872,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99300134,0.00545020,0.00154847,Clear
13873,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.58691418,0.40953067,0.00355518,Clear
13874,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.44054559,0.55580330,0.00365113,Not Clear
13875,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.84837067,0.14953707,0.00209229,Clear
13876,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.03551754,0.96094930,0.00353311,Not Clear
13877,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.05527763,0.94192290,0.00279948,Not Clear
13878,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.59970754,0.39634445,0.00394805,Clear
13879,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.96362120,0.03380270,0.00257615,Clear
13880,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.06186274,0.93648535,0.00165190,Not Clear
13881,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.97437662,0.02157240,0.00405096,Clear
13882,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.01953093,0.97954857,0.00092050,Not Clear
13883,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99795258,0.00141435,0.00063296,Clear
13884,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.90773463,0.09087583,0.00138958,Clear
13885,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.94152886,0.05637180,0.00209933,Clear
13886,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.96899635,0.02972207,0.00128167,Clear
13887,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.03737293,0.95822090,0.00440613,Not Clear
13888,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.29032746,0.70702392,0.00264860,Not Clear
13889,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.50930727,0.48507866,0.00561414,Clear
13890,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.97065991,0.02845332,0.00088680,Clear
13891,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.95134133,0.04699758,0.00166109,Clear
13892,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99523443,0.00360400,0.00116157,Clear
13893,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.97909808,0.01886234,0.00203950,Clear
13894,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.01247226,0.98657149,0.00095626,Not Clear
13895,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.95177859,0.04631896,0.00190252,Clear
13896,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99723130,0.00222284,0.00054592,Clear
13897,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.96012121,0.03748172,0.00239706,Clear
13898,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.82598352,0.17215507,0.00186137,Clear
13899,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99703038,0.00178268,0.00118688,Clear
13900,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.00536351,0.99303114,0.00160534,Not Clear
13901,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99837261,0.00108081,0.00054666,Clear
13902,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99657673,0.00261054,0.00081277,Clear
13903,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.90009207,0.09820675,0.00170113,Clear
13904,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.96601683,0.03265198,0.00133118,Clear
13905,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.94799083,0.05028394,0.00172524,Clear
13906,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.73557270,0.26024908,0.00417824,Clear
13907,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99138075,0.00660885,0.00201040,Clear
13908,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.87225491,0.12474668,0.00299838,Clear
13909,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99760985,0.00174574,0.00064447,Clear
13910,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99826789,0.00121597,0.00051615,Clear
13911,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99907672,0.00052471,0.00039848,Clear
13912,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.89650291,0.09994317,0.00355392,Clear
13913,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99742484,0.00208967,0.00048552,Clear
13914,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.97538972,0.02311660,0.00149366,Clear
13915,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99765611,0.00184789,0.00049590,Clear
13916,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.03090643,0.96664399,0.00244960,Not Clear
13917,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99806899,0.00107872,0.00085237,Clear
13918,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.03731194,0.95879042,0.00389767,Not Clear
13919,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99764699,0.00181017,0.00054282,Clear
13920,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99755448,0.00176653,0.00067901,Clear
13921,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99805957,0.00135417,0.00058617,Clear
13922,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.96214509,0.03574195,0.00211289,Clear
13923,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99760842,0.00133843,0.00105324,Clear
13924,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99526334,0.00340844,0.00132822,Clear
13925,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.86635929,0.13026503,0.00337559,Clear
13926,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.05535682,0.94319886,0.00144433,Not Clear
13927,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99476433,0.00460898,0.00062676,Clear
13928,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99703121,0.00209639,0.00087237,Clear
13929,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.07043622,0.92717350,0.00239026,Not Clear
13930,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99199933,0.00659639,0.00140424,Clear
13931,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.97546911,0.02370120,0.00082964,Clear
13932,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.98484266,0.01383410,0.00132319,Clear
13933,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99584937,0.00335527,0.00079534,Clear
13934,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99643916,0.00241342,0.00114730,Clear
13935,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.35866269,0.63705087,0.00428646,Not Clear
13936,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.76431954,0.23042271,0.00525776,Clear
13937,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99120456,0.00764852,0.00114684,Clear
13938,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.61167121,0.38229704,0.00603173,Clear
13939,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.98168534,0.01724355,0.00107116,Clear
13940,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.98687774,0.01183759,0.00128469,Clear
13941,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.98477834,0.01200981,0.00321176,Clear
13942,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.88594002,0.11180690,0.00225318,Clear
13943,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.96957636,0.02903094,0.00139261,Clear
13944,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.97827566,0.01980705,0.00191737,Clear
13945,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.27485463,0.72144830,0.00369700,Not Clear
13946,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.96777499,0.02997843,0.00224659,Clear
13947,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99156862,0.00717663,0.00125478,Clear
13948,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99356443,0.00564795,0.00078759,Clear
13949,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.62451756,0.37265214,0.00283033,Clear
13950,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.95963544,0.03829197,0.00207269,Clear
13951,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99818617,0.00114473,0.00066913,Clear
13952,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.15338999,0.84416509,0.00244489,Not Clear
13953,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99737489,0.00205570,0.00056936,Clear
13954,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.98595351,0.01307920,0.00096731,Clear
13955,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.02367944,0.97262299,0.00369754,Not Clear
13956,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99311078,0.00634786,0.00054134,Clear
13957,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.00223292,0.99696738,0.00079973,Not Clear
13958,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99721873,0.00208299,0.00069832,Clear
13959,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99160153,0.00726159,0.00113677,Clear
13960,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99149185,0.00754033,0.00096774,Clear
13961,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.19906473,0.79589301,0.00504223,Not Clear
13962,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99684769,0.00229334,0.00085895,Clear
13963,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.98254836,0.01587465,0.00157707,Clear
13964,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.94601750,0.05242242,0.00156003,Clear
13965,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.97911716,0.01894309,0.00193978,Clear
13966,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.06355561,0.93454349,0.00190092,Not Clear
13967,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99354607,0.00540035,0.00105350,Clear
13968,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.91319329,0.08121557,0.00559114,Clear
13969,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.18403336,0.81209898,0.00386763,Not Clear
13970,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99832124,0.00109344,0.00058529,Clear
13971,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.88565129,0.11194919,0.00239952,Clear
13972,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.98237890,0.01637889,0.00124212,Clear
13973,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.97937828,0.01978759,0.00083422,Clear
13974,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.95319891,0.04547494,0.00132619,Clear
13975,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99880016,0.00074594,0.00045384,Clear
13976,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.16767624,0.83002961,0.00229418,Not Clear
13977,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.84161687,0.15036282,0.00802039,Clear
13978,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.98969966,0.00819583,0.00210456,Clear
13979,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.92097086,0.07621201,0.00281710,Clear
13980,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.93552649,0.06059418,0.00387933,Clear
13981,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.51878953,0.47617683,0.00503363,Clear
13982,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.46121031,0.53491265,0.00387700,Not Clear
13983,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.00908135,0.98968971,0.00122898,Not Clear
13984,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99845922,0.00107868,0.00046211,Clear
13985,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99624497,0.00329293,0.00046213,Clear
13986,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.93147957,0.06645072,0.00206966,Clear
13987,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99574357,0.00365790,0.00059850,Clear
13988,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.87063897,0.12677532,0.00258574,Clear
13989,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.62399924,0.37192580,0.00407487,Clear
13990,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.39537179,0.60108948,0.00353870,Not Clear
13991,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99692565,0.00249644,0.00057794,Clear
13992,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.15785982,0.83948606,0.00265415,Not Clear
13993,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.95245820,0.04180013,0.00574175,Clear
13994,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99802089,0.00131602,0.00066311,Clear
13995,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.98379308,0.01498876,0.00121816,Clear
13996,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99231261,0.00715425,0.00053312,Clear
13997,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99838257,0.00093839,0.00067904,Clear
13998,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.99743289,0.00190521,0.00066199,Clear
13999,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.98793960,0.01135575,0.00070465,Clear
14000,ensemble_mt_st123_w1_8_30_mlval_seed2024,0.84112716,0.15567207,0.00320081,Clear
12001,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.97557110,0.02362597,0.00080296,Clear
12002,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.98303843,0.01636688,0.00059477,Clear
12003,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.98790902,0.01074152,0.00134950,Clear
12004,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.99033922,0.00893678,0.00072402,Clear
12005,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.98285103,0.01547852,0.00167036,Clear
12006,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.99905151,0.00053848,0.00041007,Clear
12007,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.09707408,0.90062475,0.00230119,Not Clear
12008,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.98194730,0.01644308,0.00160960,Clear
12009,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.76336241,0.23413472,0.00250286,Clear
12010,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.03002616,0.96864128,0.00133250,Not Clear
12011,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.99824119,0.00086940,0.00088936,Clear
12012,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.99857080,0.00104787,0.00038133,Clear
12013,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.99719054,0.00175411,0.00105540,Clear
12014,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.99676812,0.00234637,0.00088550,Clear
12015,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.36029273,0.63646811,0.00323908,Not Clear
12016,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.11016794,0.88760066,0.00223144,Not Clear
12017,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.99280119,0.00628151,0.00091731,Clear
12018,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.99492586,0.00446580,0.00060837,Clear
12019,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.03352247,0.96545583,0.00102168,Not Clear
12020,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.24066454,0.74938029,0.00995518,Not Clear
12021,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.01229187,0.98649073,0.00121743,Not Clear
12022,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.92864579,0.07002492,0.00132932,Clear
12023,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.97495836,0.02413805,0.00090365,Clear
12024,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.98674345,0.01207287,0.00118366,Clear
12025,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.51275724,0.48381928,0.00342344,Clear
12026,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.01199882,0.98675066,0.00125049,Not Clear
12027,ensemble_mt_st123_w1_8_30_mlval_seed31337,0.97251093,0.02563793,0.00185104,Clear
