id,evidence_status,evidence_status_raw,filter_passed,prediction_source,postprocess_reason
12624,Yes,1,yes,soft_vote,score_no=0.00060634;score_yes=0.99939368;n_members=5
12625,N/A,1,yes,soft_vote,score_no=0.00293814;score_yes=0.99706190;n_members=5
12626,No,0,yes,soft_vote,score_no=0.67339198;score_yes=0.32660804;n_members=5
12627,Yes,1,yes,soft_vote,score_no=0.00002956;score_yes=0.99997044;n_members=5
12628,Yes,1,yes,soft_vote,score_no=0.00008476;score_yes=0.99991523;n_members=5
12629,Yes,1,yes,soft_vote,score_no=0.00001235;score_yes=0.99998762;n_members=5
12630,Yes,1,yes,soft_vote,score_no=0.06565168;score_yes=0.93434830;n_members=5
12631,Yes,1,yes,soft_vote,score_no=0.00408612;score_yes=0.99591389;n_members=5
12632,Yes,1,yes,soft_vote,score_no=0.00004152;score_yes=0.99995849;n_members=5
12633,Yes,1,yes,soft_vote,score_no=0.00002454;score_yes=0.99997547;n_members=5
12634,Yes,1,yes,soft_vote,score_no=0.00021797;score_yes=0.99978201;n_members=5
12635,Yes,1,yes,soft_vote,score_no=0.17070665;score_yes=0.82929335;n_members=5
12636,Yes,1,yes,soft_vote,score_no=0.00008867;score_yes=0.99991132;n_members=5
12637,No,0,yes,soft_vote,score_no=0.87012208;score_yes=0.12987789;n_members=5
12638,N/A,1,yes,soft_vote,score_no=0.02429066;score_yes=0.97570933;n_members=5
12639,Yes,1,yes,soft_vote,score_no=0.06770910;score_yes=0.93229091;n_members=5
12640,N/A,0,yes,soft_vote,score_no=0.98678780;score_yes=0.01321218;n_members=5
12641,Yes,1,yes,soft_vote,score_no=0.00005748;score_yes=0.99994252;n_members=5
12642,Yes,1,yes,soft_vote,score_no=0.00005460;score_yes=0.99994540;n_members=5
12643,Yes,1,yes,soft_vote,score_no=0.38342235;score_yes=0.61657766;n_members=5
12644,Yes,1,yes,soft_vote,score_no=0.00231081;score_yes=0.99768918;n_members=5
12645,Yes,1,yes,soft_vote,score_no=0.00102407;score_yes=0.99897591;n_members=5
12646,No,0,yes,soft_vote,score_no=0.58468950;score_yes=0.41531049;n_members=5
12647,N/A,1,yes,soft_vote,score_no=0.00013925;score_yes=0.99986075;n_members=5
12648,Yes,1,yes,soft_vote,score_no=0.00003135;score_yes=0.99996867;n_members=5
12649,Yes,1,yes,soft_vote,score_no=0.00002490;score_yes=0.99997511;n_members=5
12650,Yes,1,yes,soft_vote,score_no=0.00000982;score_yes=0.99999018;n_members=5
12651,Yes,1,yes,soft_vote,score_no=0.00041802;score_yes=0.99958198;n_members=5
12652,N/A,1,yes,soft_vote,score_no=0.00857938;score_yes=0.99142062;n_members=5
12653,Yes,1,yes,soft_vote,score_no=0.05322652;score_yes=0.94677346;n_members=5
12654,Yes,1,yes,soft_vote,score_no=0.00005099;score_yes=0.99994903;n_members=5
12655,Yes,1,yes,soft_vote,score_no=0.00042006;score_yes=0.99957994;n_members=5
12656,Yes,1,yes,soft_vote,score_no=0.00001011;score_yes=0.99998989;n_members=5
12657,Yes,1,yes,soft_vote,score_no=0.00001761;score_yes=0.99998240;n_members=5
12658,Yes,1,yes,soft_vote,score_no=0.00067776;score_yes=0.99932228;n_members=5
12659,No,0,yes,soft_vote,score_no=0.76532700;score_yes=0.23467303;n_members=5
12660,Yes,1,yes,soft_vote,score_no=0.00001438;score_yes=0.99998562;n_members=5
12661,Yes,1,yes,soft_vote,score_no=0.00014892;score_yes=0.99985109;n_members=5
12662,No,0,yes,soft_vote,score_no=0.79246125;score_yes=0.20753872;n_members=5
12663,Yes,1,yes,soft_vote,score_no=0.00004063;score_yes=0.99995937;n_members=5
12664,No,0,yes,soft_vote,score_no=0.99994969;score_yes=0.00005030;n_members=5
12665,Yes,1,yes,soft_vote,score_no=0.00007097;score_yes=0.99992901;n_members=5
12666,N/A,1,yes,soft_vote,score_no=0.48554262;score_yes=0.51445739;n_members=5
12667,N/A,1,yes,soft_vote,score_no=0.00005201;score_yes=0.99994798;n_members=5
12668,Yes,1,yes,soft_vote,score_no=0.00099665;score_yes=0.99900335;n_members=5
12669,No,0,yes,soft_vote,score_no=0.99998233;score_yes=0.00001768;n_members=5
12670,Yes,1,yes,soft_vote,score_no=0.00001192;score_yes=0.99998810;n_members=5
12671,Yes,1,yes,soft_vote,score_no=0.00009372;score_yes=0.99990625;n_members=5
12672,Yes,1,yes,soft_vote,score_no=0.00007093;score_yes=0.99992908;n_members=5
12673,N/A,1,yes,soft_vote,score_no=0.00017499;score_yes=0.99982505;n_members=5
12674,Yes,1,yes,soft_vote,score_no=0.00004200;score_yes=0.99995799;n_members=5
12675,Yes,1,yes,soft_vote,score_no=0.00004893;score_yes=0.99995110;n_members=5
12676,Yes,1,yes,soft_vote,score_no=0.00004241;score_yes=0.99995758;n_members=5
12677,Yes,1,yes,soft_vote,score_no=0.00003933;score_yes=0.99996064;n_members=5
12678,Yes,1,yes,soft_vote,score_no=0.00064438;score_yes=0.99935561;n_members=5
12679,Yes,1,yes,soft_vote,score_no=0.00011446;score_yes=0.99988556;n_members=5
12680,Yes,1,yes,soft_vote,score_no=0.00001520;score_yes=0.99998479;n_members=5
12681,Yes,1,yes,soft_vote,score_no=0.00061872;score_yes=0.99938129;n_members=5
12682,N/A,1,yes,soft_vote,score_no=0.00008582;score_yes=0.99991414;n_members=5
12683,Yes,1,yes,soft_vote,score_no=0.30094885;score_yes=0.69905114;n_members=5
12684,Yes,1,yes,soft_vote,score_no=0.00010703;score_yes=0.99989294;n_members=5
12685,N/A,1,yes,soft_vote,score_no=0.00003524;score_yes=0.99996476;n_members=5
12686,Yes,1,yes,soft_vote,score_no=0.00092204;score_yes=0.99907795;n_members=5
12687,Yes,1,yes,soft_vote,score_no=0.00002388;score_yes=0.99997611;n_members=5
12688,Yes,1,yes,soft_vote,score_no=0.00013408;score_yes=0.99986589;n_members=5
12689,No,0,yes,soft_vote,score_no=0.99997776;score_yes=0.00002223;n_members=5
12690,Yes,1,yes,soft_vote,score_no=0.00006721;score_yes=0.99993279;n_members=5
12691,Yes,1,yes,soft_vote,score_no=0.00352465;score_yes=0.99647538;n_members=5
12692,Yes,1,yes,soft_vote,score_no=0.00018791;score_yes=0.99981209;n_members=5
12693,Yes,1,yes,soft_vote,score_no=0.00001073;score_yes=0.99998927;n_members=5
12694,Yes,1,yes,soft_vote,score_no=0.19908241;score_yes=0.80091759;n_members=5
12695,Yes,1,yes,soft_vote,score_no=0.00001194;score_yes=0.99998805;n_members=5
12696,Yes,1,yes,soft_vote,score_no=0.00746273;score_yes=0.99253727;n_members=5
12697,N/A,1,yes,soft_vote,score_no=0.17338876;score_yes=0.82661126;n_members=5
12698,Yes,1,yes,soft_vote,score_no=0.00235655;score_yes=0.99764348;n_members=5
12699,Yes,1,yes,soft_vote,score_no=0.00003838;score_yes=0.99996164;n_members=5
12700,Yes,1,yes,soft_vote,score_no=0.00003047;score_yes=0.99996953;n_members=5
12701,Yes,1,yes,soft_vote,score_no=0.00001331;score_yes=0.99998667;n_members=5
12702,N/A,1,yes,soft_vote,score_no=0.01556340;score_yes=0.98443658;n_members=5
12703,N/A,1,yes,soft_vote,score_no=0.00004275;score_yes=0.99995725;n_members=5
12704,Yes,1,yes,soft_vote,score_no=0.00000755;score_yes=0.99999244;n_members=5
12705,Yes,1,yes,soft_vote,score_no=0.00015213;score_yes=0.99984785;n_members=5
12706,Yes,1,yes,soft_vote,score_no=0.00009966;score_yes=0.99990033;n_members=5
12707,Yes,1,yes,soft_vote,score_no=0.00022525;score_yes=0.99977475;n_members=5
12708,Yes,1,yes,soft_vote,score_no=0.00003109;score_yes=0.99996888;n_members=5
12709,Yes,1,yes,soft_vote,score_no=0.34780000;score_yes=0.65220001;n_members=5
12710,Yes,1,yes,soft_vote,score_no=0.00001871;score_yes=0.99998126;n_members=5
12711,Yes,1,yes,soft_vote,score_no=0.00001768;score_yes=0.99998233;n_members=5
12712,Yes,1,yes,soft_vote,score_no=0.00032445;score_yes=0.99967555;n_members=5
12713,No,0,yes,soft_vote,score_no=0.52648110;score_yes=0.47351890;n_members=5
12714,Yes,1,yes,soft_vote,score_no=0.00005505;score_yes=0.99994495;n_members=5
12715,N/A,1,yes,soft_vote,score_no=0.00423529;score_yes=0.99576472;n_members=5
12716,No,0,yes,soft_vote,score_no=0.99397774;score_yes=0.00602222;n_members=5
12717,N/A,1,yes,soft_vote,score_no=0.00003847;score_yes=0.99996152;n_members=5
12718,Yes,1,yes,soft_vote,score_no=0.00013322;score_yes=0.99986676;n_members=5
12719,Yes,1,yes,soft_vote,score_no=0.00005149;score_yes=0.99994854;n_members=5
12720,Yes,1,yes,soft_vote,score_no=0.00002633;score_yes=0.99997365;n_members=5
12721,Yes,1,yes,soft_vote,score_no=0.00004033;score_yes=0.99995966;n_members=5
12722,Yes,1,yes,soft_vote,score_no=0.00002967;score_yes=0.99997034;n_members=5
12723,No,0,yes,soft_vote,score_no=0.99991883;score_yes=0.00008114;n_members=5
12724,Yes,1,yes,soft_vote,score_no=0.00006337;score_yes=0.99993664;n_members=5
12725,Yes,1,yes,soft_vote,score_no=0.00001290;score_yes=0.99998710;n_members=5
12726,Yes,1,yes,soft_vote,score_no=0.00010766;score_yes=0.99989232;n_members=5
12727,No,0,yes,soft_vote,score_no=0.99846048;score_yes=0.00153952;n_members=5
12728,Yes,1,yes,soft_vote,score_no=0.00619295;score_yes=0.99380705;n_members=5
12729,Yes,1,yes,soft_vote,score_no=0.00004109;score_yes=0.99995892;n_members=5
12730,Yes,1,yes,soft_vote,score_no=0.00015635;score_yes=0.99984366;n_members=5
12731,Yes,1,yes,soft_vote,score_no=0.00001214;score_yes=0.99998786;n_members=5
12732,No,0,yes,soft_vote,score_no=0.66842558;score_yes=0.33157442;n_members=5
12733,N/A,1,yes,soft_vote,score_no=0.34967505;score_yes=0.65032495;n_members=5
12734,Yes,1,yes,soft_vote,score_no=0.00002373;score_yes=0.99997628;n_members=5
12735,N/A,1,yes,soft_vote,score_no=0.00041814;score_yes=0.99958186;n_members=5
12736,Yes,1,yes,soft_vote,score_no=0.00002123;score_yes=0.99997880;n_members=5
12737,Yes,1,yes,soft_vote,score_no=0.00003056;score_yes=0.99996941;n_members=5
12738,Yes,1,yes,soft_vote,score_no=0.00005032;score_yes=0.99994965;n_members=5
12739,N/A,1,yes,soft_vote,score_no=0.05995786;score_yes=0.94004212;n_members=5
12740,Yes,1,yes,soft_vote,score_no=0.00001275;score_yes=0.99998725;n_members=5
12741,Yes,1,yes,soft_vote,score_no=0.17263733;score_yes=0.82736266;n_members=5
12742,No,0,yes,soft_vote,score_no=0.90036186;score_yes=0.09963812;n_members=5
12743,Yes,1,yes,soft_vote,score_no=0.11803192;score_yes=0.88196808;n_members=5
12744,Yes,1,yes,soft_vote,score_no=0.00003479;score_yes=0.99996519;n_members=5
12745,Yes,1,yes,soft_vote,score_no=0.00050362;score_yes=0.99949639;n_members=5
12746,N/A,1,yes,soft_vote,score_no=0.00002849;score_yes=0.99997149;n_members=5
12747,Yes,1,yes,soft_vote,score_no=0.00001596;score_yes=0.99998405;n_members=5
12748,Yes,1,yes,soft_vote,score_no=0.00365557;score_yes=0.99634444;n_members=5
12749,N/A,1,yes,soft_vote,score_no=0.40517605;score_yes=0.59482395;n_members=5
12750,Yes,1,yes,soft_vote,score_no=0.14679795;score_yes=0.85320205;n_members=5
12751,Yes,1,yes,soft_vote,score_no=0.00003810;score_yes=0.99996188;n_members=5
12752,Yes,1,yes,soft_vote,score_no=0.00010354;score_yes=0.99989643;n_members=5
12753,No,0,yes,soft_vote,score_no=0.99744296;score_yes=0.00255707;n_members=5
12754,Yes,1,yes,soft_vote,score_no=0.00005067;score_yes=0.99994931;n_members=5
12755,Yes,1,yes,soft_vote,score_no=0.00002458;score_yes=0.99997545;n_members=5
12756,Yes,1,yes,soft_vote,score_no=0.00004126;score_yes=0.99995875;n_members=5
12757,N/A,0,yes,soft_vote,score_no=0.99157112;score_yes=0.00842885;n_members=5
12758,Yes,1,yes,soft_vote,score_no=0.00002018;score_yes=0.99997978;n_members=5
12759,N/A,1,yes,soft_vote,score_no=0.00008014;score_yes=0.99991986;n_members=5
12760,Yes,1,yes,soft_vote,score_no=0.01092579;score_yes=0.98907418;n_members=5
12761,Yes,1,yes,soft_vote,score_no=0.00001138;score_yes=0.99998863;n_members=5
12762,Yes,1,yes,soft_vote,score_no=0.02932598;score_yes=0.97067403;n_members=5
12763,N/A,1,yes,soft_vote,score_no=0.00226711;score_yes=0.99773291;n_members=5
12764,Yes,1,yes,soft_vote,score_no=0.28476422;score_yes=0.71523576;n_members=5
12765,N/A,0,yes,soft_vote,score_no=0.93491794;score_yes=0.06508204;n_members=5
12766,Yes,1,yes,soft_vote,score_no=0.00001854;score_yes=0.99998148;n_members=5
12767,Yes,1,yes,soft_vote,score_no=0.42680766;score_yes=0.57319232;n_members=5
12768,No,0,yes,soft_vote,score_no=0.99996801;score_yes=0.00003198;n_members=5
12769,No,0,yes,soft_vote,score_no=0.99517565;score_yes=0.00482436;n_members=5
12770,Yes,1,yes,soft_vote,score_no=0.00003197;score_yes=0.99996803;n_members=5
12771,Yes,1,yes,soft_vote,score_no=0.00007439;score_yes=0.99992563;n_members=5
12772,Yes,1,yes,soft_vote,score_no=0.00033278;score_yes=0.99966721;n_members=5
12773,Yes,1,yes,soft_vote,score_no=0.00004418;score_yes=0.99995582;n_members=5
12774,Yes,1,yes,soft_vote,score_no=0.00003306;score_yes=0.99996695;n_members=5
12775,N/A,1,yes,soft_vote,score_no=0.00004181;score_yes=0.99995818;n_members=5
12776,Yes,1,yes,soft_vote,score_no=0.08670931;score_yes=0.91329069;n_members=5
12777,Yes,1,yes,soft_vote,score_no=0.00015030;score_yes=0.99984969;n_members=5
12778,Yes,1,yes,soft_vote,score_no=0.00001748;score_yes=0.99998250;n_members=5
12779,Yes,1,yes,soft_vote,score_no=0.00195275;score_yes=0.99804728;n_members=5
12780,N/A,1,yes,soft_vote,score_no=0.00001102;score_yes=0.99998896;n_members=5
12781,Yes,1,yes,soft_vote,score_no=0.31287768;score_yes=0.68712234;n_members=5
12782,Yes,1,yes,soft_vote,score_no=0.00825750;score_yes=0.99174248;n_members=5
12783,Yes,1,yes,soft_vote,score_no=0.14196148;score_yes=0.85803853;n_members=5
12784,Yes,1,yes,soft_vote,score_no=0.00007664;score_yes=0.99992336;n_members=5
12785,N/A,1,yes,soft_vote,score_no=0.00010768;score_yes=0.99989231;n_members=5
12786,Yes,1,yes,soft_vote,score_no=0.00001176;score_yes=0.99998822;n_members=5
12787,Yes,1,yes,soft_vote,score_no=0.02734676;score_yes=0.97265325;n_members=5
12788,N/A,1,yes,soft_vote,score_no=0.00004523;score_yes=0.99995475;n_members=5
12789,Yes,1,yes,soft_vote,score_no=0.00001432;score_yes=0.99998569;n_members=5
12790,No,0,yes,soft_vote,score_no=0.80794859;score_yes=0.19205142;n_members=5
12791,Yes,1,yes,soft_vote,score_no=0.00092135;score_yes=0.99907868;n_members=5
12792,Yes,1,yes,soft_vote,score_no=0.00007087;score_yes=0.99992913;n_members=5
12793,N/A,1,yes,soft_vote,score_no=0.00009043;score_yes=0.99990957;n_members=5
12794,Yes,1,yes,soft_vote,score_no=0.00000967;score_yes=0.99999034;n_members=5
12795,N/A,1,yes,soft_vote,score_no=0.00013114;score_yes=0.99986884;n_members=5
12796,Yes,1,yes,soft_vote,score_no=0.00003938;score_yes=0.99996059;n_members=5
12797,N/A,1,yes,soft_vote,score_no=0.00029140;score_yes=0.99970860;n_members=5
12798,Yes,1,yes,soft_vote,score_no=0.00001173;score_yes=0.99998827;n_members=5
12799,No,0,yes,soft_vote,score_no=0.83874533;score_yes=0.16125467;n_members=5
12800,Yes,1,yes,soft_vote,score_no=0.00001395;score_yes=0.99998605;n_members=5
12801,N/A,1,yes,soft_vote,score_no=0.00003336;score_yes=0.99996662;n_members=5
12802,N/A,1,yes,soft_vote,score_no=0.00227027;score_yes=0.99772972;n_members=5
12803,Yes,1,yes,soft_vote,score_no=0.02337356;score_yes=0.97662644;n_members=5
12804,Yes,1,yes,soft_vote,score_no=0.00013099;score_yes=0.99986900;n_members=5
12805,Yes,1,yes,soft_vote,score_no=0.00001826;score_yes=0.99998174;n_members=5
12806,N/A,1,yes,soft_vote,score_no=0.07455794;score_yes=0.92544207;n_members=5
12807,No,0,yes,soft_vote,score_no=0.90281427;score_yes=0.09718570;n_members=5
12808,No,0,yes,soft_vote,score_no=0.88683374;score_yes=0.11316625;n_members=5
12809,No,0,yes,soft_vote,score_no=0.97363374;score_yes=0.02636626;n_members=5
12810,Yes,1,yes,soft_vote,score_no=0.00118353;score_yes=0.99881646;n_members=5
12811,Yes,1,yes,soft_vote,score_no=0.00148350;score_yes=0.99851648;n_members=5
12812,Yes,1,yes,soft_vote,score_no=0.00051169;score_yes=0.99948828;n_members=5
12813,No,0,yes,soft_vote,score_no=0.99989208;score_yes=0.00010794;n_members=5
12814,Yes,1,yes,soft_vote,score_no=0.00109774;score_yes=0.99890226;n_members=5
12815,Yes,1,yes,soft_vote,score_no=0.00015066;score_yes=0.99984936;n_members=5
12816,N/A,1,yes,soft_vote,score_no=0.41012112;score_yes=0.58987888;n_members=5
12817,Yes,1,yes,soft_vote,score_no=0.00001951;score_yes=0.99998050;n_members=5
12818,Yes,1,yes,soft_vote,score_no=0.00011912;score_yes=0.99988086;n_members=5
12819,Yes,1,yes,soft_vote,score_no=0.00003037;score_yes=0.99996960;n_members=5
12820,N/A,0,yes,soft_vote,score_no=0.99717726;score_yes=0.00282273;n_members=5
12821,Yes,1,yes,soft_vote,score_no=0.00012843;score_yes=0.99987156;n_members=5
12822,Yes,1,yes,soft_vote,score_no=0.00005723;score_yes=0.99994275;n_members=5
12823,Yes,1,yes,soft_vote,score_no=0.00001321;score_yes=0.99998677;n_members=5
12824,No,0,yes,soft_vote,score_no=0.99966279;score_yes=0.00033721;n_members=5
12825,Yes,1,yes,soft_vote,score_no=0.00069128;score_yes=0.99930872;n_members=5
12826,Yes,1,yes,soft_vote,score_no=0.00001457;score_yes=0.99998538;n_members=5
12827,No,0,yes,soft_vote,score_no=0.59670436;score_yes=0.40329564;n_members=5
12828,Yes,1,yes,soft_vote,score_no=0.00003225;score_yes=0.99996774;n_members=5
12829,Yes,1,yes,soft_vote,score_no=0.00003405;score_yes=0.99996596;n_members=5
12830,Yes,1,yes,soft_vote,score_no=0.00582930;score_yes=0.99417070;n_members=5
12831,Yes,1,yes,soft_vote,score_no=0.00009300;score_yes=0.99990698;n_members=5
12832,Yes,1,yes,soft_vote,score_no=0.00001144;score_yes=0.99998856;n_members=5
12833,N/A,0,yes,soft_vote,score_no=0.80377970;score_yes=0.19622032;n_members=5
12834,N/A,0,yes,soft_vote,score_no=0.60270878;score_yes=0.39729119;n_members=5
12835,Yes,1,yes,soft_vote,score_no=0.00006859;score_yes=0.99993141;n_members=5
12836,No,0,yes,soft_vote,score_no=0.95587847;score_yes=0.04412153;n_members=5
12837,Yes,1,yes,soft_vote,score_no=0.00008955;score_yes=0.99991046;n_members=5
12838,No,0,yes,soft_vote,score_no=0.60829051;score_yes=0.39170949;n_members=5
12839,Yes,1,yes,soft_vote,score_no=0.00020290;score_yes=0.99979708;n_members=5
12840,Yes,1,yes,soft_vote,score_no=0.27160533;score_yes=0.72839470;n_members=5
12841,Yes,1,yes,soft_vote,score_no=0.00061788;score_yes=0.99938214;n_members=5
12842,No,0,yes,soft_vote,score_no=0.56865471;score_yes=0.43134530;n_members=5
12843,Yes,1,yes,soft_vote,score_no=0.00003204;score_yes=0.99996798;n_members=5
12844,No,0,yes,soft_vote,score_no=0.67813313;score_yes=0.32186687;n_members=5
12845,Yes,1,yes,soft_vote,score_no=0.01262301;score_yes=0.98737697;n_members=5
12846,No,0,yes,soft_vote,score_no=0.99079184;score_yes=0.00920813;n_members=5
12847,Yes,1,yes,soft_vote,score_no=0.19942604;score_yes=0.80057393;n_members=5
12848,Yes,1,yes,soft_vote,score_no=0.00010710;score_yes=0.99989289;n_members=5
12849,Yes,1,yes,soft_vote,score_no=0.00005311;score_yes=0.99994688;n_members=5
12850,No,0,yes,soft_vote,score_no=0.99996612;score_yes=0.00003386;n_members=5
12851,No,0,yes,soft_vote,score_no=0.61821382;score_yes=0.38178616;n_members=5
12852,Yes,1,yes,soft_vote,score_no=0.00031580;score_yes=0.99968420;n_members=5
12853,Yes,1,yes,soft_vote,score_no=0.00007341;score_yes=0.99992658;n_members=5
12854,Yes,1,yes,soft_vote,score_no=0.00004866;score_yes=0.99995135;n_members=5
12855,Yes,1,yes,soft_vote,score_no=0.00001261;score_yes=0.99998737;n_members=5
12856,Yes,1,yes,soft_vote,score_no=0.00008340;score_yes=0.99991660;n_members=5
12857,Yes,1,yes,soft_vote,score_no=0.00001700;score_yes=0.99998300;n_members=5
12858,Yes,1,yes,soft_vote,score_no=0.00004268;score_yes=0.99995735;n_members=5
12859,N/A,1,yes,soft_vote,score_no=0.00002656;score_yes=0.99997344;n_members=5
12860,Yes,1,yes,soft_vote,score_no=0.00002676;score_yes=0.99997323;n_members=5
12861,Yes,1,yes,soft_vote,score_no=0.00006725;score_yes=0.99993273;n_members=5
12862,Yes,1,yes,soft_vote,score_no=0.19494247;score_yes=0.80505752;n_members=5
12863,N/A,1,yes,soft_vote,score_no=0.00079773;score_yes=0.99920227;n_members=5
12864,No,0,yes,soft_vote,score_no=0.99988418;score_yes=0.00011579;n_members=5
12865,Yes,1,yes,soft_vote,score_no=0.00001985;score_yes=0.99998016;n_members=5
12866,N/A,0,yes,soft_vote,score_no=0.99991375;score_yes=0.00008625;n_members=5
12867,N/A,1,yes,soft_vote,score_no=0.00007227;score_yes=0.99992774;n_members=5
12868,N/A,1,yes,soft_vote,score_no=0.20303631;score_yes=0.79696368;n_members=5
12869,Yes,1,yes,soft_vote,score_no=0.00007275;score_yes=0.99992725;n_members=5
12870,Yes,1,yes,soft_vote,score_no=0.00007707;score_yes=0.99992289;n_members=5
12871,No,0,yes,soft_vote,score_no=0.99902288;score_yes=0.00097712;n_members=5
12872,Yes,1,yes,soft_vote,score_no=0.00007339;score_yes=0.99992663;n_members=5
12873,No,0,yes,soft_vote,score_no=0.73733123;score_yes=0.26266878;n_members=5
12874,Yes,1,yes,soft_vote,score_no=0.00048812;score_yes=0.99951187;n_members=5
12875,Yes,1,yes,soft_vote,score_no=0.00008810;score_yes=0.99991190;n_members=5
12876,No,0,yes,soft_vote,score_no=0.99855827;score_yes=0.00144171;n_members=5
12877,Yes,1,yes,soft_vote,score_no=0.00002374;score_yes=0.99997628;n_members=5
12878,Yes,1,yes,soft_vote,score_no=0.00235657;score_yes=0.99764342;n_members=5
12879,Yes,1,yes,soft_vote,score_no=0.00010153;score_yes=0.99989848;n_members=5
12880,Yes,1,yes,soft_vote,score_no=0.00002063;score_yes=0.99997935;n_members=5
12881,N/A,1,yes,soft_vote,score_no=0.00031919;score_yes=0.99968079;n_members=5
12882,Yes,1,yes,soft_vote,score_no=0.30488054;score_yes=0.69511949;n_members=5
12883,Yes,1,yes,soft_vote,score_no=0.00004069;score_yes=0.99995928;n_members=5
12884,Yes,1,yes,soft_vote,score_no=0.00643852;score_yes=0.99356148;n_members=5
12885,Yes,1,yes,soft_vote,score_no=0.00033317;score_yes=0.99966683;n_members=5
12886,Yes,1,yes,soft_vote,score_no=0.00003572;score_yes=0.99996424;n_members=5
12887,No,0,yes,soft_vote,score_no=0.80081742;score_yes=0.19918260;n_members=5
12888,Yes,1,yes,soft_vote,score_no=0.00001193;score_yes=0.99998808;n_members=5
12889,Yes,1,yes,soft_vote,score_no=0.00002028;score_yes=0.99997971;n_members=5
12890,Yes,1,yes,soft_vote,score_no=0.00016312;score_yes=0.99983689;n_members=5
12891,Yes,1,yes,soft_vote,score_no=0.00002017;score_yes=0.99997980;n_members=5
12892,Yes,1,yes,soft_vote,score_no=0.00003278;score_yes=0.99996724;n_members=5
12893,N/A,1,yes,soft_vote,score_no=0.00023794;score_yes=0.99976206;n_members=5
12894,N/A,0,yes,soft_vote,score_no=0.99759896;score_yes=0.00240104;n_members=5
12895,Yes,1,yes,soft_vote,score_no=0.00001144;score_yes=0.99998856;n_members=5
12896,Yes,1,yes,soft_vote,score_no=0.00007845;score_yes=0.99992155;n_members=5
12897,Yes,1,yes,soft_vote,score_no=0.00002372;score_yes=0.99997628;n_members=5
12898,Yes,1,yes,soft_vote,score_no=0.00001515;score_yes=0.99998488;n_members=5
12899,Yes,1,yes,soft_vote,score_no=0.00004845;score_yes=0.99995154;n_members=5
12900,Yes,1,yes,soft_vote,score_no=0.00009035;score_yes=0.99990961;n_members=5
12901,No,0,yes,soft_vote,score_no=0.99997759;score_yes=0.00002240;n_members=5
12902,Yes,1,yes,soft_vote,score_no=0.02735017;score_yes=0.97264981;n_members=5
12903,Yes,1,yes,soft_vote,score_no=0.00001773;score_yes=0.99998226;n_members=5
12904,Yes,1,yes,soft_vote,score_no=0.00006444;score_yes=0.99993553;n_members=5
12905,N/A,1,yes,soft_vote,score_no=0.17107984;score_yes=0.82892017;n_members=5
12906,Yes,1,yes,soft_vote,score_no=0.00062775;score_yes=0.99937224;n_members=5
12907,Yes,1,yes,soft_vote,score_no=0.21497248;score_yes=0.78502754;n_members=5
12908,Yes,1,yes,soft_vote,score_no=0.00001299;score_yes=0.99998701;n_members=5
12909,Yes,1,yes,soft_vote,score_no=0.00001771;score_yes=0.99998226;n_members=5
12910,N/A,0,yes,soft_vote,score_no=0.78419808;score_yes=0.21580191;n_members=5
12911,N/A,1,yes,soft_vote,score_no=0.38145638;score_yes=0.61854363;n_members=5
12912,N/A,1,yes,soft_vote,score_no=0.00026792;score_yes=0.99973209;n_members=5
12913,Yes,1,yes,soft_vote,score_no=0.00003099;score_yes=0.99996900;n_members=5
12914,Yes,1,yes,soft_vote,score_no=0.10939328;score_yes=0.89060674;n_members=5
12915,Yes,1,yes,soft_vote,score_no=0.00000963;score_yes=0.99999037;n_members=5
12916,Yes,1,yes,soft_vote,score_no=0.00147118;score_yes=0.99852884;n_members=5
12917,Yes,1,yes,soft_vote,score_no=0.09975028;score_yes=0.90024974;n_members=5
12918,Yes,1,yes,soft_vote,score_no=0.00001577;score_yes=0.99998422;n_members=5
12919,Yes,1,yes,soft_vote,score_no=0.00001178;score_yes=0.99998822;n_members=5
12920,Yes,1,yes,soft_vote,score_no=0.00001912;score_yes=0.99998090;n_members=5
12921,No,0,yes,soft_vote,score_no=0.87791450;score_yes=0.12208554;n_members=5
12922,Yes,1,yes,soft_vote,score_no=0.00007937;score_yes=0.99992063;n_members=5
12923,Yes,1,yes,soft_vote,score_no=0.00001653;score_yes=0.99998345;n_members=5
12924,N/A,1,yes,soft_vote,score_no=0.00003783;score_yes=0.99996216;n_members=5
12925,Yes,1,yes,soft_vote,score_no=0.00021445;score_yes=0.99978557;n_members=5
12926,N/A,1,yes,soft_vote,score_no=0.00005469;score_yes=0.99994531;n_members=5
12927,No,0,yes,soft_vote,score_no=0.54146430;score_yes=0.45853570;n_members=5
12928,Yes,1,yes,soft_vote,score_no=0.00005362;score_yes=0.99994638;n_members=5
12929,Yes,1,yes,soft_vote,score_no=0.00011172;score_yes=0.99988825;n_members=5
12930,No,0,yes,soft_vote,score_no=0.99296470;score_yes=0.00703529;n_members=5
12931,N/A,1,yes,soft_vote,score_no=0.00008486;score_yes=0.99991514;n_members=5
12932,Yes,1,yes,soft_vote,score_no=0.12452871;score_yes=0.87547126;n_members=5
12933,Yes,1,yes,soft_vote,score_no=0.00002535;score_yes=0.99997468;n_members=5
12934,Yes,1,yes,soft_vote,score_no=0.03164543;score_yes=0.96835455;n_members=5
12935,Yes,1,yes,soft_vote,score_no=0.30956587;score_yes=0.69043414;n_members=5
